;_id;zip;scrapedate;Boligareal;Vgtet_areal;Grundareal;Rum_vrelser;Antal_plan;Bygger;Energimrke;Ejerudgifter_pr__md_;Pris_m_;Liggetid;Tidligere_salgspris;Udbetaling;Brutto_ekskl__ejerudgifter;Netto_ekskl__ejerudgifter;Ombygget;Klder;Prisudvikling;Boligydelse;Forbrugsafh__forhold;Teknisk_pris;pris
1513;54101391;5471;12-08-2022;84;NA;1262;32;1;1834;NA;1101;2976;276;NA;25000;1313;1050;NA;NA;NA;NA;NA;NA;NA
1514;54702952;5471;12-08-2022;184;193;1776;43;1;1997;NA;3413;7746;92;NA;75000;7966;6363;NA;NA;6;NA;NA;NA;1494978
1515;54702856;5471;12-08-2022;118;123;800;43;2;1937;NA;1787;12154;175;NA;75000;7955;6359;NA;8;12;NA;NA;NA;1494942
1516;54702942;5471;12-08-2022;98;100;915;43;1;1877;NA;1164;5950;93;NA;30000;3502;2746;2008;NA;14;NA;NA;NA;595000
1517;54702892;5471;12-08-2022;83;85;260;32;1;1976;NA;1505;9353;123;NA;40000;4363;3487;NA;NA;8;NA;NA;NA;795005
1518;54702897;5471;12-08-2022;110;113;785;43;1;1985;NA;2010;14115;163;NA;80000;8481;6780;NA;NA;NA;NA;NA;NA;1594995
1519;54702934;5471;12-08-2022;167;NA;1131;64;NA;2020;2015;3174;20329;107;NA;170000;17974;14370;NA;NA;3;NA;NA;NA;NA
1520;54702924;5471;12-08-2022;106;113;700;43;1;1973;NA;1851;15885;101;NA;90000;9535;7616;NA;NA;NA;NA;NA;NA;1795005
1521;54702654;5471;12-08-2022;236;249;1638;96;2;1864;NA;1768;7610;507;NA;95000;10082;8060;2000;NA;10;NA;NA;NA;1894890
1522;54702883;5471;12-08-2022;176;188;970;54;1;1974;NA;3245;9016;196;NA;85000;8983;7181;1981;NA;11;NA;NA;NA;1695008
1523;54702937;5471;12-08-2022;135;191;1139;54;1;1974;NA;2841;10445;121;NA;1,00E+05;10642;8508;2005;121;9;NA;NA;NA;1994995
1524;52704686;5471;12-08-2022;240;256;5625;84;1;1957;NA;2333;8574;270;NA;110000;12637;9910;1971;NA;12;NA;NA;NA;2194944
1525;54702712;5471;12-08-2022;238;307;18950;75;2;1867;NA;2543;7150;281;NA;110000;11661;9315;1993;32;NA;NA;NA;NA;2195050
1526;54903697;5471;12-08-2022;195;202;2124;75;1;1969;NA;2191;8144;500;NA;85000;8009;6552;1984;10;NA;NA;NA;NA;1645088
1527;54101828;5471;12-08-2022;77;85;793;32;2;1802;NA;1075;5824;259;NA;25000;2674;2137;NA;NA;27;NA;NA;NA;495040
1528;41803008;4180;12-08-2022;184;208;16685;64;1;1880;NA;2303;11034;322;NA;115000;12138;9685;1977;NA;8;NA;NA;NA;2295072
1529;41803182;4180;12-08-2022;66;66;37526;43;NA;1905;NA;2454;19621;129;NA;65000;6854;5464;NA;NA;NA;NA;NA;NA;1294986
1530;41802992;4180;12-08-2022;131;130;2587;43;1;1996;NA;NA;NA;NA;NA;130000;13714;10943;2000;NA;NA;NA;NA;NA;NA
1531;41802167;4180;12-08-2022;118;147;730;53;1;1943;NA;3186;16973;113;NA;125000;13138;10474;NA;70;3;NA;NA;NA;2495031
1532;41803005;4180;12-08-2022;180;232;1066;63;2;1935;NA;3099;17888;242;NA;210000;21790;17374;2001;90;8;NA;NA;NA;4150016
1533;41802991;4180;12-08-2022;226;232;1022;74;1;1877;NA;NA;NA;NA;NA;140000;14545;11597;1988;NA;NA;NA;NA;NA;NA
1534;41803164;4180;12-08-2022;135;168;1027;44;1;1950;NA;2461;14274;149;NA;120000;12631;10070;NA;66;NA;NA;NA;NA;2398032
1535;41803166;4180;12-08-2022;216;256;1130;75;1;1925;NA;4025;22246;126;NA;285000;29895;23835;1942;96;3;NA;NA;NA;5694976
1536;41802955;4180;12-08-2022;150;175;17987;54;1;1885;NA;2683;28543;86;NA;250000;26229;20913;1988;NA;NA;NA;NA;NA;4995025
1537;42901534;4180;12-08-2022;171;184;841;52;2;1880;NA;NA;NA;NA;NA;70000;7435;5927;1988;NA;NA;NA;NA;NA;NA
1538;69208868;6971;12-08-2022;209;214;171441;84;3;1913;NA;1792;17056;95;NA;185000;19261;15529;NA;5;NA;NA;NA;NA;3649984
1539;69208742;6971;12-08-2022;127;140;897;43;1;1969;NA;1289;5679;105;NA;40000;4254;3431;NA;NA;6;NA;NA;NA;795060
1540;69503965;6971;12-08-2022;175;185;810;65;1;1970;NA;1369;4027;209;NA;40000;4006;3231;1979;NA;6;NA;NA;NA;744995
1541;69207325;6971;12-08-2022;60;NA;459;31;1;1942;NA;NA;NA;NA;NA;25000;2396;1931;NA;60;NA;NA;NA;NA;NA
1542;69208831;6971;12-08-2022;145;155;958;43;1;1971;NA;1428;6290;126;NA;50000;5196;4188;NA;NA;NA;NA;NA;NA;974950
1543;78603771;7860;12-08-2022;144;147;1071;54;1;1974;NA;1319;4422;1625;NA;35000;3189;2617;1979;NA;6;NA;NA;NA;650034
1544;78604697;7860;12-08-2022;174;211;1225;54;3;1897;NA;1428;3768;683;NA;40000;3594;3029;1976;15;NA;NA;NA;NA;795048
1545;78604792;7860;12-08-2022;170;178;1561;53;2;1900;NA;1199;4466;547;NA;40000;3606;3040;2003;NA;NA;NA;NA;NA;794948
1546;78604578;7860;12-08-2022;183;184;845;53;2;1962;NA;1426;3234;792;NA;30000;2708;2281;1986;NA;14;NA;NA;NA;595056
1547;78605094;7860;12-08-2022;133;135;690;22;2;1896;NA;NA;NA;NA;NA;25000;1009;810;NA;NA;NA;NA;NA;NA;NA
1548;78603997;7860;12-08-2022;148;162;913;54;2;1960;NA;1249;3673;1403;NA;30000;2716;2288;1984;17;8;NA;NA;NA;595026
1549;78605079;7860;12-08-2022;115;141;690;43;3;1949;NA;1290;2801;168;NA;25000;2120;1700;1995;66;11;NA;NA;NA;394941
1550;78604260;7860;12-08-2022;150;158;1176;43;1;1978;NA;1367;4715;122;NA;40000;4349;3426;2004;NA;NA;NA;NA;NA;744970
1551;78603508;7860;12-08-2022;93;116;349;21;3;1948;NA;781;5129;1834;NA;30000;2708;2281;1980;63;NA;NA;NA;NA;594964
1552;78605044;7860;12-08-2022;120;123;1250;43;1;1974;NA;1318;4472;186;NA;30000;2952;2367;NA;NA;8;NA;NA;NA;550056
1553;78603010;7860;12-08-2022;97;128;1075;53;1;1954;NA;1013;3867;2319;NA;25000;2345;1976;NA;67;NA;NA;NA;NA;494976
1554;78604700;7860;12-08-2022;117;148;1348;43;3;1955;NA;1258;4561;330;NA;35000;3381;2775;NA;47;NA;NA;NA;NA;675028
1555;78604892;7860;12-08-2022;146;171;1788;65;3;1900;NA;1248;4240;423;NA;40000;3453;2872;NA;25;NA;NA;NA;NA;725040
1556;78604373;7860;12-08-2022;127;134;1216;53;1;1870;NA;892;4067;1037;NA;30000;2922;2345;1992;NA;22;NA;NA;NA;544978
1557;78604739;7860;12-08-2022;85;93;502;54;2;1887;NA;1107;4570;112;NA;25000;2352;1888;NA;NA;NA;NA;NA;NA;425010
1558;72001545;7270;12-08-2022;188;220;700;66;2;1968;NA;1379;2886;567;NA;35000;3408;2753;1985;70;25;NA;NA;NA;634920
1559;47802568;4780;12-08-2022;96;110;1034;32;1;1915;NA;1543;9318;92;NA;55000;5468;4404;NA;9;NA;NA;NA;NA;1024980
1560;47801953;4780;12-08-2022;76;82;935;32;1;1825;NA;1299;6646;182;NA;30000;2923;2354;NA;NA;25;NA;NA;NA;544972
1561;47802397;4780;12-08-2022;84;92;706;21;1;1850;NA;1510;6467;398;NA;30000;3206;2580;NA;NA;14;NA;NA;NA;594964
1562;47802459;4780;12-08-2022;103;NA;447;21;2;1900;NA;1509;7039;154;NA;40000;3875;3119;1969;NA;9;NA;NA;NA;NA
1563;47802516;4780;12-08-2022;132;143;454;53;3;1922;NA;1929;16748;135;NA;120000;12727;10252;NA;40;NA;NA;NA;NA;2394964
1564;42901542;4295;12-08-2022;148;158;763;54;1;1971;NA;1987;10095;165;NA;80000;8458;6748;NA;NA;6;NA;NA;NA;1595010
1565;43402138;4295;12-08-2022;182;NA;847;43;2;1777;NA;1946;4670;339;NA;45000;4542;3621;1985;NA;8;NA;NA;NA;NA
1566;44502922;4295;12-08-2022;152;157;127345;53;2;1906;NA;2223;19108;289;NA;150000;17301;13538;NA;12;NA;NA;NA;NA;2999956
1567;43402023;4295;12-08-2022;157;NA;723;54;1;1963;NA;2093;10159;420;NA;80000;8654;6905;1985;NA;16;NA;NA;NA;NA
1568;47604961;4773;12-08-2022;217;223;6002;106;2;2004;NA;3001;14350;143;NA;160000;16935;13632;2009;NA;NA;NA;NA;NA;3200050
1569;47605017;4773;12-08-2022;120;141;1108;52;2;1959;NA;2253;8475;150;NA;60000;6368;5125;NA;30;NA;NA;NA;NA;1194975
1570;87508463;7850;12-08-2022;79;89;1034;32;1;1927;NA;1459;5843;92;NA;30000;2794;2244;NA;10;5;NA;NA;NA;520027
1571;88103028;7850;12-08-2022;133;232;6551;53;1;1850;NA;1623;3125;941;NA;40000;3875;3115;NA;NA;39;NA;NA;NA;725000
1572;87508162;7850;12-08-2022;96;117;560;32;3;1950;NA;1374;4658;304;NA;30000;2758;2267;NA;56;8;NA;NA;NA;544986
1573;88103900;7850;12-08-2022;100;120;787;32;3;1951;NA;1271;4542;155;NA;30000;2911;2338;1974;60;8;NA;NA;NA;545040
1574;87508377;7850;12-08-2022;130;166;684;64;2;1950;NA;1472;5090;149;NA;45000;4185;3440;2018;82;NA;NA;NA;NA;844940
1575;46701753;4660;12-08-2022;155;151;580;43;2;1912;NA;2261;11225;112;NA;85000;9013;7195;1994;NA;NA;NA;NA;NA;1694975
1576;46804519;4660;12-08-2022;305;NA;12994;96;2;1914;NA;3470;10475;353;NA;160000;16892;13498;NA;50;26;NA;NA;NA;NA
1577;46701561;4660;12-08-2022;151;145;645;43;2;1910;NA;2097;11345;491;NA;85000;8735;6974;1996;NA;3;NA;NA;NA;1645025
1578;46804368;4660;12-08-2022;100;113;700;32;2;1877;NA;1978;10973;479;NA;65000;6113;4999;1968;NA;8;NA;NA;NA;1239949
1579;46701711;4660;12-08-2022;191;212;6217;107;3;1911;NA;4089;13184;131;NA;140000;14816;11829;NA;20;NA;NA;NA;NA;2795008
1580;43402306;4370;12-08-2022;178;175;1199;88;2;1900;NA;NA;NA;NA;NA;95000;10055;8090;NA;NA;NA;NA;NA;NA;NA
1581;41005824;4370;12-08-2022;120;109;753;43;1;1801;NA;1631;14633;127;NA;80000;7831;6406;NA;NA;NA;NA;NA;NA;1594997
1582;41005461;4370;12-08-2022;180;178;1247;65;2;1934;NA;2661;12051;359;NA;110000;11599;9341;2002;NA;NA;NA;NA;NA;2145078
1583;87203157;7140;12-08-2022;96;NA;332;32;1;1864;NA;958;7240;290;NA;35000;3725;2993;2000;NA;NA;NA;NA;NA;NA
1584;46804945;4671;12-08-2022;473;NA;3927;54;2;1905;NA;4234;10571;238;NA;250000;26498;21158;2002;4;20;NA;NA;NA;NA
1585;70503611;7600;12-08-2022;108;151;686;32;2;1964;NA;1513;5265;87;NA;40000;4251;3412;NA;108;NA;NA;NA;NA;795015
1586;70502017;7600;12-08-2022;110;132;236;42;3;1939;NA;1508;5265;1599;NA;35000;3188;2688;NA;66;13;NA;NA;NA;694980
1587;70503472;7600;12-08-2022;130;139;825;43;1;1971;NA;1354;5540;266;NA;40000;4114;3305;NA;NA;3;NA;NA;NA;770060
1588;70503353;7600;12-08-2022;118;143;717;53;3;1947;NA;NA;NA;NA;NA;25000;2128;1709;1976;73;NA;NA;NA;NA;NA
1589;70503523;7600;12-08-2022;101;129;370;33;3;1928;NA;1561;5775;204;NA;40000;3994;3206;NA;64;6;NA;NA;NA;744975
1590;70502191;7600;12-08-2022;120;124;360;43;2;1920;NA;974;5605;1443;NA;35000;3880;3117;1968;NA;NA;NA;NA;NA;695020
1591;70502520;7600;12-08-2022;79;82;191;21;1;1892;NA;1118;10305;1226;NA;45000;4000;3326;NA;NA;6;NA;NA;NA;845010
1592;70503553;7600;12-08-2022;109;111;229;22;2;1887;NA;1307;6712;88;NA;40000;3985;3202;1980;NA;6;NA;NA;NA;745032
1593;70502033;7600;12-08-2022;114;137;864;42;3;1940;NA;1297;5073;1607;NA;35000;3726;2993;1979;68;13;NA;NA;NA;695001
1594;70502016;7600;12-08-2022;93;104;780;43;2;1952;NA;1588;6202;1583;NA;35000;3180;2612;NA;18;19;NA;NA;NA;645008
1595;70503384;7600;12-08-2022;120;125;343;66;2;1900;NA;1385;4760;413;NA;30000;2823;2348;1973;4;8;NA;NA;NA;595000
1596;70503326;7600;12-08-2022;174;NA;246;63;3;1916;NA;991;4856;288;NA;45000;4498;3610;1993;68;NA;NA;NA;NA;NA
1597;36503330;4850;12-08-2022;217;322;21146;43;1;1827;NA;2671;20963;138;NA;340000;33236;27219;1999;NA;NA;NA;NA;NA;6750086
1598;70706607;7451;12-08-2022;106;NA;1067;43;3;1958;NA;1284;7406;183;NA;40000;4595;3645;NA;10;NA;NA;NA;NA;NA
1599;45503619;4470;12-08-2022;127;134;778;43;1;1980;NA;2133;7425;172;NA;50000;5307;4311;1995;NA;9;NA;NA;NA;994950
1600;43002757;4470;12-08-2022;342;361;10375;85;2;1905;NA;NA;NA;NA;NA;160000;16902;13743;1980;21;NA;NA;NA;NA;NA
1601;44701977;4470;12-08-2022;199;240;1095;44;2;1962;NA;2448;8313;238;NA;1,00E+05;11035;8973;1989;42;NA;NA;NA;NA;1995120
1602;44504478;4470;12-08-2022;166;178;1043;54;1;1975;NA;NA;NA;NA;NA;75000;7986;6488;NA;NA;NA;NA;NA;NA;NA
1603;44701991;4470;12-08-2022;96;109;895;43;1;1968;NA;1820;11927;124;NA;65000;7516;6003;NA;NA;3;NA;NA;NA;1300043
1604;44104167;4470;12-08-2022;170;172;1020;75;2;1966;NA;1857;6105;352;NA;55000;5600;4549;NA;NA;9;NA;NA;NA;1050060
1605;44504502;4470;12-08-2022;240;234;10128;86;3;1917;NA;3365;18141;92;NA;215000;22368;18174;1958;5;NA;NA;NA;NA;4244994
1606;44104571;4470;12-08-2022;101;130;958;32;3;1957;NA;1735;6115;123;NA;40000;4269;3468;NA;5;NA;NA;NA;NA;794950
1607;57204568;5700;12-08-2022;257;258;2341;65;2;2005;NA;5889;49806;1386;NA;645000;57162;48000;NA;NA;17;NA;NA;NA;12849948
1608;57205207;5700;12-08-2022;183;NA;1344;73;2;1777;NA;2349;8716;815;NA;80000;8490;6764;2004;NA;16;NA;NA;NA;NA
1609;57206316;5700;12-08-2022;179;182;665;88;3;1900;NA;2272;14835;241;NA;135000;14343;11428;NA;8;NA;NA;NA;NA;2699970
1610;57206250;5700;12-08-2022;246;248;1229;75;2;1988;NA;3750;14899;184;NA;185000;18670;15248;2007;NA;NA;NA;NA;NA;3694952
1611;57206379;5700;12-08-2022;119;140;23232;42;NA;1934;NA;1569;10679;161;NA;75000;8164;6510;NA;NA;12;NA;NA;NA;1495060
1612;43003374;4520;12-08-2022;60;71;217;21;1;1900;NA;910;7676;262;NA;30000;2922;2352;NA;NA;NA;NA;NA;NA;544996
1613;43003324;4520;12-08-2022;169;175;553;43;2;1917;2010;1788;9971;289;NA;90000;9231;7433;1976;NA;NA;NA;NA;NA;1744925
1614;45503535;4520;12-08-2022;135;150;994;43;NA;1877;NA;1435;7667;326;NA;60000;6151;4953;NA;NA;11;NA;NA;NA;1150050
1615;64202832;6470;12-08-2022;420;416;2353;74;2;1852;NA;2386;8161;109;NA;170000;18005;14452;1984;NA;NA;NA;NA;NA;3394976
1616;64202741;6470;12-08-2022;110;144;1026;43;2;1945;NA;1776;4132;177;NA;30000;3210;2575;NA;82;NA;NA;NA;NA;595008
1617;64202858;6470;12-08-2022;230;337;19900;65;1;1920;2010;1966;11855;93;NA;2,00E+05;21146;16960;2019;NA;NA;NA;NA;NA;3995135
1618;64202777;6470;12-08-2022;94;98;826;43;1;1965;NA;NA;NA;NA;NA;25000;2696;2161;NA;NA;NA;NA;NA;NA;NA
1619;64201137;6470;12-08-2022;109;124;803;43;1;1965;NA;1290;5242;2172;NA;35000;3492;2802;1974;NA;6;NA;NA;NA;650008
1620;64202847;6470;12-08-2022;146;160;705;54;1;1973;NA;1345;5594;126;NA;45000;4800;3852;NA;NA;NA;NA;NA;NA;895040
1621;64301868;6470;12-08-2022;330;211;1562;97;2;1909;NA;2644;4194;149;NA;45000;4328;3549;1976;NA;NA;NA;NA;NA;884934
1622;29903039;2630;12-08-2022;164;208;709;53;2;1953;NA;4186;25938;131;NA;270000;28444;23087;1974;100;4;NA;NA;NA;5395104
1623;47111615;4733;12-08-2022;145;147;532;54;2;1800;NA;NA;NA;NA;NA;50000;5325;4295;1972;NA;NA;NA;NA;NA;NA
1624;48006171;4733;12-08-2022;111;136;701;32;2;1972;NA;1966;10654;143;NA;75000;7685;6204;1988;63;NA;NA;NA;NA;1448944
1625;68802139;6880;12-08-2022;199;234;1466;43;2;1969;NA;NA;NA;NA;NA;25000;2119;1709;1972;50;NA;NA;NA;NA;NA
1626;68702240;6880;12-08-2022;176;181;13500;53;1;1962;NA;2019;3840;147;NA;35000;3740;3014;1977;NA;NA;NA;NA;NA;695040
1627;68800939;6880;12-08-2022;140;156;1661;55;2;1954;NA;1318;2885;2457;NA;25000;2432;1960;2005;NA;33;NA;NA;NA;450060
1628;68802258;6880;12-08-2022;157;327;13235;54;1;1973;NA;2363;5795;102;NA;95000;10130;8173;NA;NA;NA;NA;NA;NA;1894965
1629;68802183;6880;12-08-2022;82;126;1147;32;3;1950;NA;1288;5952;288;NA;40000;4014;3236;NA;51;3;NA;NA;NA;749952
1630;68802267;6880;12-08-2022;135;175;642;54;3;1954;NA;1396;5686;121;NA;50000;5307;4278;NA;90;NA;NA;NA;NA;995050
1631;68802240;6880;12-08-2022;131;165;725;43;2;1969;NA;1583;4818;157;NA;40000;4235;3413;NA;64;16;NA;NA;NA;794970
1632;68802265;6880;12-08-2022;162;165;806;53;3;1924;NA;1211;5152;100;NA;45000;4509;3635;1997;10;NA;NA;NA;NA;850080
1633;68802232;6880;12-08-2022;196;NA;440;65;3;1890;NA;2337;8929;142;NA;90000;8465;6980;NA;NA;NA;NA;NA;NA;NA
1634;68802209;6880;12-08-2022;189;367;38890;86;4;1910;NA;2169;4496;191;NA;85000;8004;6595;1997;6;NA;NA;NA;NA;1650032
1635;68802150;6880;12-08-2022;267;261;691;64;2;1961;NA;3062;4962;352;NA;65000;6903;5565;1982;NA;13;NA;NA;NA;1295082
1636;68802261;6880;12-08-2022;108;NA;22001;21;2;1955;NA;1692;6250;122;NA;35000;3798;3064;NA;NA;NA;NA;NA;NA;NA
1637;95704634;9575;12-08-2022;139;144;693;32;2;1944;NA;1308;5174;2543;NA;40000;3645;2993;NA;NA;NA;NA;NA;NA;745056
1638;77102697;7700;12-08-2022;109;113;394;32;3;1937;NA;1226;6593;359;NA;40000;3664;3003;1987;6;6;NA;NA;NA;745009
1639;77102791;7700;12-08-2022;87;92;164;31;2;1895;NA;1315;8641;157;NA;40000;4272;3423;NA;NA;6;NA;NA;NA;794972
1640;77102674;7700;12-08-2022;245;254;593;53;3;1904;NA;1362;2146;410;NA;30000;2581;2142;NA;30;8;NA;NA;NA;545084
1641;77102847;7700;12-08-2022;121;127;1000;21;2;1952;NA;NA;NA;NA;NA;35000;3462;2774;NA;NA;NA;NA;NA;NA;NA
1642;77102829;7700;12-08-2022;132;126;715;64;1;1967;NA;1425;4722;134;NA;30000;3189;2553;1997;NA;8;NA;NA;NA;594972
1643;77102617;7700;12-08-2022;134;142;900;44;1;1973;NA;1357;5599;436;NA;40000;3754;3117;NA;NA;6;NA;NA;NA;795058
1644;77001099;7700;12-08-2022;184;NA;420;33;2;1920;NA;1488;4076;1857;NA;40000;4017;3216;2004;NA;NA;NA;NA;NA;NA
1645;77003120;7700;12-08-2022;117;123;1119;66;2;1931;NA;991;6463;109;NA;40000;4259;3410;2008;NA;NA;NA;NA;NA;794949
1646;77102120;7700;12-08-2022;100;102;700;32;1;1965;NA;1643;7304;316;NA;40000;3739;3065;NA;NA;12;NA;NA;NA;745008
1647;77100945;7700;12-08-2022;80;93;680;42;2;1856;NA;850;6398;2411;NA;30000;2828;2347;1971;NA;14;NA;NA;NA;595014
1648;77100307;7700;12-08-2022;92;89;189;32;2;1904;NA;966;8933;3553;NA;40000;3754;3117;1947;NA;9;NA;NA;NA;795037
1649;77102082;7700;12-08-2022;84;100;566;32;1;1936;NA;1155;2950;886;NA;25000;1378;1145;NA;49;9;NA;NA;NA;295000
1650;71104521;7680;12-08-2022;183;191;980;65;1;1973;NA;2122;4319;172;NA;45000;4116;3379;NA;NA;NA;NA;NA;NA;824929
1651;71103826;7680;12-08-2022;140;151;925;54;1;1974;NA;1479;5265;623;NA;40000;3586;3022;NA;NA;NA;NA;NA;NA;795015
1652;71103861;7680;12-08-2022;NA;NA;417;NA;NA;NA;NA;294;NA;562;NA;25000;1733;1405;NA;NA;NA;NA;NA;NA;NA
1653;77604827;7790;12-08-2022;104;113;410;43;1;1897;NA;928;3319;143;NA;25000;1836;1508;NA;NA;NA;NA;NA;NA;375047
1654;70503259;7790;12-08-2022;140;204;1960;43;2;1965;NA;1180;3897;346;NA;40000;3586;3025;1973;140;NA;NA;NA;NA;794988
1655;70502944;7790;12-08-2022;226;NA;721;83;3;1927;NA;1361;2633;805;NA;30000;2703;2279;1999;60;NA;NA;NA;NA;NA
1656;70502866;7790;12-08-2022;75;76;219;42;2;1900;NA;672;3224;862;NA;25000;1280;1028;1975;NA;NA;NA;NA;NA;245024
1657;70502920;7790;12-08-2022;330;NA;1580;53;2;1907;NA;1305;1500;823;NA;25000;2260;1905;NA;NA;NA;NA;NA;NA;NA
1658;77604813;7790;12-08-2022;94;117;3001;55;2;1909;NA;1014;2521;182;NA;25000;1643;1321;1989;NA;NA;NA;NA;NA;294957
1659;70501953;7790;12-08-2022;115;158;3947;43;3;1954;NA;812;3639;1628;NA;30000;2608;2199;NA;70;12;NA;NA;NA;574962
1660;77604849;7790;12-08-2022;214;253;1109;87;1;1900;NA;1272;2668;120;NA;35000;3613;2900;1978;78;NA;NA;NA;NA;675004
1661;70503389;7790;12-08-2022;110;119;830;21;1;1902;NA;1200;3319;381;NA;25000;2124;1706;1975;NA;20;NA;NA;NA;394961
1662;70503411;7790;12-08-2022;117;119;1240;43;3;1928;NA;1010;5000;380;NA;30000;3479;2743;NA;5;14;NA;NA;NA;595000
1663;69504133;6980;12-08-2022;137;134;1323;43;2;1935;NA;1776;7425;94;NA;50000;4988;4113;2006;NA;NA;NA;NA;NA;994950
1664;61302515;6950;12-08-2022;289;294;2280;87;2;1878;NA;2123;2704;534;NA;40000;4268;3440;1976;NA;16;NA;NA;NA;794976
1665;69504055;6980;12-08-2022;100;108;6660;43;1;1852;NA;780;5509;122;NA;30000;3213;2591;NA;NA;NA;NA;NA;NA;594972
1666;69503964;6980;12-08-2022;115;123;1007;43;1;1970;NA;1128;8902;282;NA;55000;5999;4840;NA;NA;8;NA;NA;NA;1094946
1667;61302736;6980;12-08-2022;643;634;5042;64;2;1953;NA;2284;2437;413;NA;80000;8157;6575;NA;NA;NA;NA;NA;NA;1545058
1668;69502487;6980;12-08-2022;236;259;2850;95;1;1828;NA;2333;2297;1969;NA;30000;2943;2425;1976;NA;25;NA;NA;NA;594923
1669;69503861;6980;12-08-2022;132;101;1160;42;2;1973;NA;1423;4901;434;NA;25000;2468;2034;NA;12;NA;NA;NA;NA;495001
1670;68007993;6862;12-08-2022;226;244;2001;65;2;1974;NA;1813;6352;331;NA;80000;8234;6638;NA;NA;6;NA;NA;NA;1549888
1671;68008231;6862;12-08-2022;165;176;1195;54;NA;2020;2015;NA;NA;NA;NA;135000;14240;11489;NA;NA;NA;NA;NA;NA;NA
1672;68702183;6862;12-08-2022;192;198;881;76;2;1976;NA;1879;7045;301;NA;70000;7435;5993;NA;NA;3;NA;NA;NA;1394910
1673;68007822;6862;12-08-2022;117;121;767;54;2;1900;NA;1415;7231;365;NA;45000;4681;3774;1995;NA;NA;NA;NA;NA;874951
1674;68008399;6862;12-08-2022;142;186;1997;33;2;1959;NA;1179;8333;128;NA;80000;8234;6638;NA;30;NA;NA;NA;NA;1549938
1675;68008438;6862;12-08-2022;110;113;822;33;1;1999;NA;1870;13496;86;NA;80000;8096;6527;NA;NA;NA;NA;NA;NA;1525048
1676;68007859;6862;12-08-2022;82;84;402;43;3;1895;NA;1022;8274;508;NA;35000;3738;3013;NA;6;NA;NA;NA;NA;695016
1677;68007796;6862;12-08-2022;160;189;2148;87;2;1910;NA;1518;3968;534;NA;40000;4041;3260;NA;10;12;NA;NA;NA;749952
1678;67103432;6731;12-08-2022;113;223;24300;43;NA;1822;NA;2007;5596;114;NA;65000;6135;5037;2000;NA;NA;NA;NA;NA;1247908
1679;62706127;6520;12-08-2022;152;153;1119;43;1;1968;NA;1731;4902;127;NA;40000;3689;3031;1973;NA;NA;NA;NA;NA;750006
1680;60905974;6520;12-08-2022;121;147;375;54;2;1930;NA;951;2891;242;NA;25000;2286;1835;1988;NA;14;NA;NA;NA;424977
1681;43003436;4340;12-08-2022;207;213;876;54;1;1969;NA;2379;8897;129;NA;95000;10035;8080;1977;NA;5;NA;NA;NA;1895061
1682;43402342;4340;12-08-2022;144;NA;880;43;NA;1973;NA;2720;20104;90;NA;145000;15345;12357;NA;NA;6;NA;NA;NA;NA
1683;43304446;4340;12-08-2022;157;198;836;52;3;1900;NA;2692;13611;302;NA;135000;14269;11481;NA;90;10;NA;NA;NA;2694978
1684;43402147;4340;12-08-2022;121;123;817;54;1;1984;NA;2449;20285;332;NA;125000;14400;11382;NA;NA;NA;NA;NA;NA;2495055
1685;43401757;4340;12-08-2022;173;NA;861;51;1;2022;2015;4122;21098;90;NA;185000;19252;15492;NA;NA;3;NA;NA;NA;NA
1686;43402319;4340;12-08-2022;260;262;837;86;3;1902;NA;3231;10668;115;NA;140000;16071;12703;2001;4;7;NA;NA;NA;2795016
1687;43402154;4340;12-08-2022;149;205;1396;43;2;1951;NA;3385;18512;326;NA;190000;19945;16049;2021;92;24;NA;NA;NA;3794960
1688;54903640;5690;12-08-2022;110;116;1876;43;1;1960;NA;1296;7716;546;NA;45000;4260;3529;2009;NA;6;NA;NA;NA;895056
1689;54903558;5690;12-08-2022;158;161;690;42;1;1918;NA;1368;12391;715;NA;1,00E+05;10544;8419;2010;NA;9;NA;NA;NA;1994951
1690;56103096;5690;12-08-2022;103;190;1380;21;2;1953;NA;1850;4711;431;NA;45000;4976;3977;NA;85;NA;NA;NA;NA;895090
1691;52508046;5690;12-08-2022;109;126;865;43;1;1963;NA;1696;10278;227;NA;65000;6907;5515;NA;NA;NA;NA;NA;NA;1295028
1692;54903825;5690;12-08-2022;202;200;1297;75;1;1907;NA;1993;13250;186;NA;135000;14358;11476;2019;NA;7;NA;NA;NA;2650000
1693;62704372;6270;12-08-2022;200;248;28000;66;1;1770;NA;2015;5141;1642;NA;NA;NA;NA;1980;NA;16;NA;NA;NA;1274968
1694;62706179;6270;12-08-2022;212;NA;808;86;3;1944;NA;1730;9198;105;NA;1,00E+05;10351;8313;NA;127;5;NA;NA;NA;NA
1695;62706070;6270;12-08-2022;118;144;721;53;2;1950;NA;1677;6910;162;NA;50000;5320;4272;NA;72;NA;NA;NA;NA;995040
1696;62706143;6270;12-08-2022;140;NA;142;53;1;1875;NA;1911;11393;136;NA;80000;7740;6360;1977;NA;NA;NA;NA;NA;NA
1697;62705199;6270;12-08-2022;196;NA;672;54;NA;1875;NA;4174;13520;1190;NA;135000;11772;9941;NA;125;NA;NA;NA;NA;NA
