"","zip","Boligareal","Vgtet_areal","Grundareal","rum","vaer","Antal_plan","Bygger","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Prisudvikling","pris","nedslag"
"1",6200,93,101,408,6,5,2,1926,940,5396,413,30000,2678,2198,0,0,0,544996,0
"2",6200,108,146,681,3,1,2,1963,1885,8185,102,60000,5976,4909,1974,84,0,1195010,0
"3",6200,171,172,723,4,2,2,1927,1159,6948,188,60000,6384,5126,1990,0,27,1195056,442007
"4",6200,153,132,163,4,2,3,1780,1381,7538,124,50000,5320,4269,1973,16,9,995016,98408
"5",6200,136,202,1162,6,4,3,1953,1446,7896,143,80000,9232,7275,1965,87,3,1594992,49330
"6",6200,185,216,712,5,4,2,1928,1325,6921,172,75000,8658,6823,0,0,6,1494936,95421
"7",9440,180,223,736,5,4,2,1900,1814,2220,147,25000,2674,2137,0,0,23,495060,147875
"8",3720,105,107,261,4,2,3,1914,1381,6495,98,35000,3726,2975,1980,10,0,694965,0
"9",9620,95,145,505,3,2,3,1942,1205,3434,477,25000,2497,2051,0,65,0,497930,0
"10",9620,138,145,895,5,4,1,1963,1342,2745,623,25000,2151,1729,0,0,20,398025,99506
"11",9600,83,119,704,3,2,2,1960,1062,5874,794,35000,3903,3107,0,83,10,699006,77667
"12",5560,232,242,1017,5,4,1,1978,2580,9897,136,120000,11573,9463,2004,50,0,2395074,0
"13",5560,116,126,600,4,3,1,1963,1245,6310,301,40000,3905,3202,1972,0,11,795060,98266
"14",5560,165,189,714,7,5,1,1964,1751,10026,161,95000,10062,8041,0,50,5,1894914,99732
"15",5320,287,291,1346,12,10,2,1900,2634,13729,449,0,21285,17155,2006,0,11,3995139,493781
"16",5320,150,146,356,6,5,2,2001,1698,12295,138,90000,8879,7317,0,0,5,1795070,94477
"17",5320,143,148,820,5,4,1,1965,2129,14831,157,110000,11701,9430,1977,0,8,2194988,190869
"18",6753,112,125,1467,4,3,3,1959,1761,6384,318,40000,4310,3477,0,32,6,798000,50936
"19",6753,130,142,805,4,4,1,1977,1495,5951,93,45000,4501,3631,0,0,11,845042,104443
"20",6753,128,133,711,4,3,1,1963,1429,6353,525,45000,4297,3544,0,0,12,844949,115220
"21",6753,113,116,780,4,3,1,1973,1533,6897,283,40000,4306,3473,0,0,1,800052,8081
"22",6753,96,108,962,3,2,2,1900,1394,3657,359,25000,1955,1611,0,0,0,394956,0
"23",6534,280,306,2053,7,5,1,1940,1675,2925,409,45000,4229,3517,1985,66,10,895050,99450
"24",2620,108,111,446,3,2,1,1986,4416,34216,93,190000,20013,16083,0,0,0,3797976,0
"25",8961,112,143,855,3,2,2,1870,1064,2762,133,25000,2127,1699,0,0,0,394966,0
"26",6051,130,140,501,6,5,1,1827,2164,9250,315,65000,6880,5532,0,0,10,1295000,143889
"27",6051,171,174,2521,5,4,2,1900,1612,8017,101,70000,7406,5954,0,0,0,1394958,0
"28",6051,160,177,1116,5,3,1,1977,2404,10452,903,95000,9788,7870,1984,0,7,1850004,139248
"29",6823,87,95,292,3,2,2,1930,1150,8947,122,45000,4544,3663,0,0,0,849965,0
"30",6823,142,146,535,5,4,3,1909,878,4966,135,40000,3700,3052,0,8,0,725036,0
"31",6823,155,163,752,7,5,1,1978,1567,7331,114,60000,6379,5142,2004,0,0,1194953,0
"32",6823,167,219,957,8,7,3,1976,1534,5137,128,60000,5985,4825,0,60,0,1125003,0
"33",6823,144,177,1937,4,1,1,1973,2143,9034,1591,80000,7817,6446,0,75,11,1599018,197631
"34",6823,89,91,773,3,2,1,1961,1171,9835,140,45000,4796,3866,0,0,8,894985,77825
"35",6823,102,105,350,3,2,1,1913,1120,4762,466,25000,2821,2275,1998,0,16,500010,95240
"36",6823,137,133,374,6,3,2,1910,1379,5226,249,35000,3740,3014,0,0,0,695058,0
"37",9510,144,168,695,4,2,1,1948,1579,4018,501,35000,3628,2899,1971,67,18,675024,148176
"38",9510,141,159,924,4,2,1,1974,1546,4245,129,35000,3617,2888,0,0,0,674955,0
"39",9510,78,112,508,3,2,2,1937,1336,4866,266,30000,2743,2243,0,74,8,544992,47391
"40",5970,175,204,918,5,4,3,1911,1422,4877,119,50000,5314,4242,0,10,9,994908,98397
"41",5970,144,157,2729,6,5,2,1799,1258,5382,136,45000,4511,3601,1970,0,0,844974,0
"42",5970,73,70,155,3,2,2,1863,1379,34214,146,120000,12680,10125,1972,0,8,2394980,208259
"43",5970,197,213,1301,5,4,2,1968,2798,22512,134,240000,23454,19172,1998,40,0,4795056,0
"44",6818,82,201,591,3,2,2,1960,1409,1965,1382,25000,2126,1713,0,82,32,394965,185866
"45",6818,126,132,485,4,3,1,1900,1420,4129,328,30000,2696,2222,1966,0,0,545028,0
"46",6818,158,163,682,7,4,2,1900,1594,3344,329,30000,3009,2427,1999,0,8,545072,47398
"47",6818,201,202,1190,4,4,3,1932,1647,4941,1031,50000,5337,4302,0,15,0,998082,0
"48",6818,114,136,767,4,4,3,1951,1459,4596,157,35000,3444,2779,0,36,0,625056,0
"49",6818,121,131,816,5,3,3,1941,1495,8588,153,60000,6025,4861,2001,10,0,1125028,0
"50",5792,117,123,1174,4,3,1,1908,1291,11341,191,70000,7427,5931,0,15,0,1394943,0
"51",9340,58,84,368,2,1,2,1936,1357,5060,409,25000,2291,1824,0,58,17,425040,87056
"52",9340,100,109,471,3,3,2,1934,1158,4578,308,25000,2704,2152,0,0,8,499002,43391
"53",9340,100,98,483,4,2,2,1933,1213,6888,93,35000,3628,2889,2007,0,0,675024,0
"54",4792,120,119,823,3,2,1,1850,1925,7143,92,45000,4551,3665,0,0,0,850017,0
"55",4792,65,69,920,3,2,2,1775,1259,4275,140,25000,1571,1265,0,0,0,294975,0
"56",4792,102,107,1261,4,3,2,1939,1678,9299,443,50000,5330,4293,0,0,0,994993,0
"57",4792,113,120,549,4,3,2,1948,1700,3542,133,25000,2286,1841,0,2,0,425040,0
"58",4792,99,119,1162,4,3,2,1939,1719,11345,107,70000,7180,5779,0,0,0,1350055,0
"59",4550,173,276,948,6,4,3,1954,3041,9040,542,125000,11159,9370,1973,97,7,2495040,187799
"60",5466,183,181,905,7,5,2,1999,2052,10470,442,95000,10022,8031,0,0,5,1895070,99741
"61",5466,61,117,1315,4,4,2,1827,1972,21325,291,125000,12088,9917,0,0,0,2495025,0
"62",5466,160,159,753,5,4,2,1877,1597,7516,156,60000,6620,5309,0,0,7,1195044,89950
"63",5610,63,65,45,3,2,3,1800,1427,9154,129,30000,3220,2572,1985,11,0,595010,0
"64",5610,162,168,713,5,4,1,1962,1912,8185,472,70000,6824,5581,0,0,7,1375080,103501
"65",5610,250,275,2585,7,6,2,1851,2310,7255,363,0,10568,8438,1990,0,5,1995125,105007
"66",5610,108,117,911,3,2,1,1970,1579,6795,136,40000,4269,3410,0,0,0,795015,0
"67",5610,126,134,1385,3,2,3,1925,1519,5597,182,40000,3739,3057,0,6,0,749998,0
"68",5610,105,116,1031,3,2,2,1952,1304,7974,154,50000,4927,3937,2007,0,0,924984,0
"69",5610,153,158,1101,6,4,2,1850,2007,10095,185,80000,8427,6728,0,10,2,1595010,32551
"70",5610,123,124,681,4,3,2,1875,1700,10444,400,65000,7103,5677,1950,0,19,1295056,303779
"71",5610,157,198,762,5,3,2,1964,2231,10581,535,105000,10455,8553,0,130,5,2095038,110265
"72",5610,165,114,1000,7,4,1,1861,1192,9605,446,55000,5445,4453,0,0,8,1094970,95215
"73",5610,228,252,2080,7,5,1,1974,3068,10516,127,135000,14026,11210,0,32,2,2650032,54082
"74",5610,102,128,869,3,2,3,1946,1207,4297,211,30000,2784,2276,0,60,0,550016,0
"75",5610,114,135,995,3,2,2,1890,1320,5148,98,35000,3733,2980,0,0,0,694980,0
"76",5610,188,216,1204,6,4,2,1965,2526,11551,92,125000,13291,10622,0,65,4,2495016,103959
"77",5610,101,141,791,4,3,2,1965,1682,6028,504,45000,4517,3607,0,101,11,849948,105050
"78",6440,131,135,716,4,2,1,2001,1852,14778,210,0,10582,8487,0,0,9,1995030,197311
"79",6440,136,179,884,5,4,2,1727,1489,3324,1417,30000,3215,2580,0,0,0,594996,0
"80",6440,134,152,468,4,3,1,1985,2190,8520,4719,65000,6932,5564,0,0,17,1295040,265249
"81",6440,148,186,968,4,3,1,1967,1534,5349,525,50000,5328,4276,1976,85,0,994914,0
"82",6440,214,220,772,6,5,2,1887,1961,6795,184,75000,7968,6396,2001,0,6,1494900,95419
"83",8963,128,138,1379,3,2,3,1952,1238,4891,2300,35000,3624,2893,0,12,15,674958,119110
"84",2880,114,147,744,3,3,3,1953,4539,30231,252,225000,25577,20606,1965,71,10,4443957,493773
"85",6622,170,199,1314,6,4,3,1949,1877,7010,111,70000,7629,6143,1991,54,0,1394990,0
"86",7660,115,130,1259,5,4,3,1935,986,2885,122,25000,1851,1519,0,4,0,375050,0
"87",7660,121,125,875,5,3,1,1983,1199,5880,141,40000,3585,2941,0,0,0,735000,0
"88",7660,158,171,2564,5,4,1,1966,1392,4942,330,45000,4909,3866,0,0,0,845082,0
"89",8444,110,116,413,5,4,3,1905,1195,5043,456,30000,3150,2519,0,11,0,584988,0
"90",9574,148,145,1661,5,4,2,1900,1173,4448,188,35000,3466,2781,1983,0,0,644960,0
"91",9574,73,104,1000,2,1,2,1963,1140,4279,179,25000,2429,1950,0,73,0,445016,0
"92",9574,103,118,800,3,2,2,1945,1277,5042,133,30000,3211,2576,0,5,0,594956,0
"93",9574,106,108,733,3,2,2,1945,1402,4583,337,25000,2687,2158,1975,0,0,494964,0
"94",9574,261,268,391,7,5,3,1912,1323,1660,738,25000,2459,1974,1950,20,0,444880,0
"95",9574,200,208,315,6,5,1,1897,1147,3341,4362,35000,3822,3070,0,0,13,694928,103840
"96",4941,276,282,1789,6,3,2,1991,2769,17727,400,250000,26347,20952,0,0,0,4999014,0
"97",7150,145,152,1140,5,3,2,1900,1622,3914,405,30000,3213,2583,0,0,25,594928,198309
"98",7150,83,87,1000,3,2,1,1960,1051,7989,155,35000,3740,3008,0,0,7,695043,52315
"99",7755,130,141,836,4,3,1,1973,1252,4220,1108,30000,2714,2283,1985,0,0,595020,0
"100",7755,258,282,713,7,4,3,1960,951,2926,154,45000,4018,3293,1976,29,0,825132,0
"101",7755,175,184,800,4,3,1,1962,1153,2147,177,25000,2127,1704,0,0,28,395048,153630
"102",7755,144,149,834,5,4,1,1966,1064,5000,2136,40000,3366,2834,0,0,0,745000,0
"103",7755,118,126,700,4,3,1,1987,1117,4683,707,30000,3313,2655,0,0,0,590058,0
"104",7755,151,152,443,4,3,2,1908,914,1941,1481,25000,1378,1145,0,0,0,295032,0
"105",7755,84,83,471,4,4,2,1900,723,3916,366,25000,1754,1405,0,0,0,325028,0
"106",7755,119,126,733,5,4,1,1968,1071,4722,535,30000,2828,2346,0,0,0,594972,0
"107",6541,151,124,797,4,3,3,1945,1137,5605,100,35000,3745,2987,0,0,0,695020,0
"108",6541,114,122,1073,3,2,2,1930,1303,5697,155,35000,3745,2987,0,0,13,695034,103856
"109",6541,161,165,1040,7,5,2,1979,1435,5909,153,50000,5218,4163,0,0,0,974985,0
"110",4632,89,160,1254,3,1,1,1920,2629,14969,133,120000,11901,9840,1976,0,0,2395040,0
"111",4632,198,161,901,5,4,1,1969,2977,21708,120,175000,18586,15035,0,0,3,3494988,108092
"112",8850,143,248,525,5,4,3,1946,1494,3206,193,40000,4235,3401,0,17,9,795088,78635
"113",8850,61,71,265,2,1,1,1900,768,6972,717,25000,2915,2299,2008,0,17,495012,101388
"114",6091,170,206,725,6,5,3,1936,2592,19393,147,0,21074,16946,0,105,5,3994958,210261
"115",4242,108,117,886,5,4,3,1924,1755,5085,269,30000,3202,2582,1984,3,34,594945,306487
"116",5400,232,245,2892,8,6,1,1747,2031,6510,123,80000,8464,6761,0,0,0,1594950,0
"117",5400,100,144,1902,5,3,3,1964,1684,5521,330,40000,4255,3398,0,67,6,795024,50746
"118",5400,122,139,1300,5,3,2,1944,1552,5719,196,40000,4255,3398,2013,35,0,794941,0
"119",5400,161,160,1623,6,3,3,1890,1717,4688,209,40000,4004,3198,2001,0,21,750080,199388
"120",4793,122,125,1039,4,3,1,1961,2072,12400,86,80000,8175,6580,0,0,0,1550000,0
"121",6392,134,143,900,5,3,3,1942,1329,6958,341,50000,5375,4316,0,0,8,994994,86521
"122",6392,151,160,1091,5,4,1,1979,1528,5594,157,45000,4794,3849,1992,0,0,895040,0
"123",7080,112,130,273,5,3,3,1912,1639,5346,248,35000,3736,3060,0,54,22,694980,196020
"124",4791,124,139,2050,5,3,2,1900,1813,7518,400,55000,5579,4494,2001,0,13,1045002,156150
"125",4791,64,72,776,3,1,1,1942,1001,3819,337,25000,1455,1171,0,0,15,274968,48524
"126",4791,164,188,2199,4,3,2,1880,1740,2926,247,30000,2960,2382,0,0,35,550088,296201
"127",4791,167,182,1326,5,2,2,1901,1511,5357,87,50000,5218,4203,0,0,0,974974,0
"128",7650,140,146,700,5,4,2,1964,1039,2705,280,25000,2120,1700,1978,0,20,394930,98732
"129",7650,160,187,266,11,8,3,1931,942,1845,1330,25000,1732,1422,0,50,30,345015,147864
"130",6740,124,125,351,4,3,2,1900,1302,6784,143,45000,4149,3405,0,0,0,848000,0
"131",6740,210,220,918,7,5,2,1976,2386,7264,168,80000,9220,7262,1980,0,5,1598080,84109
"132",6740,91,95,1542,4,3,1,1968,1051,6821,1178,35000,3555,2853,0,0,0,647995,0
"133",6740,201,206,1018,5,4,3,1932,1765,3859,120,40000,4286,3439,1978,10,0,794954,0
"134",6740,92,120,384,4,3,3,1949,1467,10817,673,65000,6306,5175,0,64,10,1298040,144227
"135",6740,167,169,723,7,5,2,1977,2073,7544,134,65000,7117,5713,1979,0,0,1274936,0
"136",6740,119,132,2226,4,3,1,1860,1160,2462,1147,25000,1738,1395,0,0,24,324984,102627
"137",6261,140,147,358,5,4,2,1929,1196,4048,497,30000,3195,2565,0,0,8,595056,51744
"138",6261,80,85,967,2,1,2,1928,1037,5706,127,25000,2627,2110,0,0,8,485010,42175
"139",6261,110,116,1026,4,3,2,1954,1062,3879,130,25000,2425,1949,0,0,0,449964,0
"140",6261,137,164,1159,4,3,2,1949,1138,3628,270,30000,3201,2571,0,0,13,594992,88907
"141",5464,143,160,998,5,4,2,1920,1324,6844,203,55000,5852,4689,1977,0,7,1095040,82422
"142",5464,144,141,218,5,3,4,1880,1353,7057,127,50000,5574,4470,2014,12,0,995037,0
"143",5464,102,151,718,4,3,2,1960,1589,4603,323,35000,3721,2981,0,102,0,695053,0
"144",5464,225,222,1346,7,7,1,1880,2812,7860,241,90000,9619,7715,1993,0,8,1744920,151732
"145",6310,102,109,530,5,2,1,1800,1252,5275,164,30000,3099,2485,1996,0,15,574975,101466
"146",5672,137,150,1065,5,4,3,1900,1478,8633,193,65000,6959,5558,2002,7,4,1294950,53956
"147",5672,183,186,631,7,5,2,1911,1712,6694,350,65000,6611,5280,1980,0,11,1245084,153887
"148",5672,96,102,439,5,5,2,1900,1142,5392,3199,30000,2962,2363,1975,0,11,549984,67976
"149",5672,109,116,417,3,2,3,1933,1177,5991,886,35000,3144,2638,1998,12,7,694956,52309
"150",5672,270,297,2705,7,5,2,1877,3678,4360,302,65000,7533,5900,1973,0,13,1294920,193494
"151",5672,126,133,1119,5,3,2,1910,1622,9586,214,65000,7412,5805,0,0,4,1274938,53122
"152",5672,83,97,2975,3,2,1,1827,2007,7165,463,35000,3144,2638,1970,0,0,695005,0
"153",2605,85,97,860,3,2,1,1957,2929,33505,170,165000,17196,13996,0,31,4,3249985,135416
"154",2700,86,104,821,3,2,1,1956,5756,39375,135,205000,21594,17643,0,30,0,4095000,0
"155",2700,87,105,785,4,3,3,1932,3190,42810,106,225000,25803,20737,0,87,10,4495050,499450
"156",6650,116,115,862,4,3,2,1905,1099,4304,1932,25000,2508,2063,0,0,17,494960,101377
"157",6650,248,243,1019,6,5,2,1979,2276,7387,2275,90000,8313,7033,0,0,0,1795041,0
"158",9460,138,143,1012,4,3,1,1963,1337,4545,127,35000,3476,2782,0,0,0,649935,0
"159",9460,126,132,562,3,3,2,1870,1035,3295,398,25000,2341,1873,0,0,0,434940,0
"160",9460,151,136,586,4,3,2,1872,1100,4154,127,30000,3042,2434,0,0,16,564944,107608
"161",9460,123,129,888,4,3,1,1980,1327,6589,127,45000,4527,3624,0,0,0,849981,0
"162",9460,133,139,583,4,2,2,1923,1202,5719,176,40000,4252,3403,1974,0,0,794941,0
"163",9460,88,123,985,3,2,2,1963,1451,5285,98,35000,3476,2782,1983,72,0,650055,0
"164",9460,170,181,825,5,4,1,1969,1477,4006,163,40000,3863,3091,0,0,3,725086,22425
"165",9460,100,102,986,4,3,1,1966,1185,6814,2765,35000,3726,2981,0,0,0,695028,0
"166",9460,210,209,1879,7,5,2,1902,1547,2847,99,30000,3201,2561,1976,0,8,595023,51741
"167",9460,200,208,552,6,5,2,1910,1303,3822,3292,40000,4252,3403,1978,0,0,794976,0
"168",9460,106,120,1022,3,3,1,1969,1337,3958,132,25000,2564,2051,0,0,0,474960,0
"169",9460,111,118,428,4,3,1,1974,1113,5042,1742,30000,3201,2561,1998,0,30,594956,254981
"170",9460,166,173,772,6,5,2,1909,1527,4017,1989,35000,3726,2981,1975,0,0,694941,0
"171",9460,72,75,804,2,1,1,1875,838,4867,3292,25000,1952,1562,1942,0,0,365025,0
"172",9460,184,201,2068,8,7,3,1904,1540,3209,1548,35000,3447,2759,1956,27,17,645009,132110
"173",9460,130,134,672,3,2,2,1932,1168,2948,1522,25000,2118,1695,1968,0,21,395032,105009
"174",9460,126,134,777,4,3,1,1976,1327,5955,101,40000,4268,3416,0,0,0,797970,0
"175",9460,200,230,1180,7,5,1,1960,1592,3587,869,45000,4388,3512,1968,0,3,825010,25516
"176",9460,134,137,836,4,3,1,1972,1526,6204,126,45000,4527,3624,0,0,0,849948,0
"177",9460,134,141,765,6,4,1,1968,1296,5667,652,40000,4274,3420,1998,0,0,799047,0
"178",8654,103,124,453,7,3,3,1954,836,4798,245,30000,3021,2482,1976,45,0,594952,0
"179",6372,154,155,1000,3,2,3,1952,1141,4161,176,35000,3261,2678,2012,6,0,644955,0
"180",6372,115,150,1167,3,2,3,1940,1111,5300,403,40000,4252,3414,0,70,0,795000,0
"181",6372,164,166,964,5,4,1,1977,1142,2982,149,25000,2705,2171,2002,0,0,495012,0
"182",6372,127,158,767,5,4,3,1951,1044,2500,2191,25000,1999,1642,0,78,0,395000,0
"183",6070,138,156,930,5,4,1,1973,1834,9263,115,75000,7656,6151,0,0,3,1445028,44692
"184",6070,138,142,898,4,2,1,1964,1988,6514,519,50000,5042,4054,1979,0,7,924988,69623
"185",6070,127,143,840,5,4,1,1957,1858,11853,161,85000,9003,7233,1970,14,0,1694979,0
"186",6070,111,142,799,5,3,3,1956,1780,9120,386,65000,7060,5677,0,62,7,1295040,97476
"187",6070,123,143,815,6,3,3,1846,1422,4545,364,35000,3567,2867,0,8,0,649935,0
"188",6070,73,76,406,3,1,1,1947,1524,11184,1092,45000,4529,3641,2011,0,13,849984,127009
"189",6070,152,162,1294,4,3,2,1907,1426,5525,181,45000,4758,3822,1982,0,10,895050,99450
"190",6070,220,270,930,7,6,2,1954,2364,5907,1535,80000,7793,6407,0,130,20,1594890,398722
"191",6070,121,193,2370,4,2,2,1936,1431,3083,1380,30000,3212,2580,0,16,25,595019,198340
"192",6070,189,194,1084,5,4,1,2018,2581,17500,139,170000,17996,14459,0,0,8,3395000,295217
"193",6070,183,197,955,7,6,1,1981,1922,8604,287,85000,9775,7714,1998,0,0,1694988,0
"194",5380,118,127,968,4,2,1,1963,1702,6260,330,40000,4272,3413,0,0,0,795020,0
"195",4261,98,105,912,4,2,1,1963,1605,9476,114,50000,5524,4456,0,0,7,994980,74891
"196",4983,98,210,2293,3,2,2,1827,1388,3786,311,40000,4274,3400,0,0,6,795060,50749
"197",4983,120,134,690,4,3,2,1907,913,3172,820,25000,2296,1826,1980,0,9,425048,42038
"198",4293,69,76,612,2,1,1,1922,1505,9145,191,35000,3749,2990,2003,0,0,695020,0
"199",2791,90,89,109,3,2,2,1798,4839,56124,84,250000,26544,21544,1949,0,6,4995036,318832
"200",2791,116,111,185,3,2,2,1815,4203,35991,147,0,21074,17104,2005,0,6,3995001,255000
"201",2791,137,133,228,4,3,1,1976,3713,36053,112,240000,25338,20549,0,0,2,4795049,97858
"202",9330,155,192,1263,5,4,3,1947,1498,3120,304,30000,3236,2576,1960,95,13,599040,89512
"203",9330,115,136,1035,3,2,2,1944,1339,2919,1050,25000,2139,1702,2003,0,31,396984,178355
"204",9352,143,148,1130,5,4,1,1961,1206,3703,169,30000,2947,2351,0,0,8,548044,47656
"205",5631,180,185,844,8,6,3,1936,1554,8622,332,80000,7898,6459,0,0,0,1595070,0
"206",5631,168,187,1036,5,4,2,1900,1770,7754,0,75000,7931,6339,2008,0,0,1449998,0
"207",5631,148,191,2000,7,6,3,1900,1903,6021,780,60000,6105,4878,1993,6,11,1150011,142136
"208",8400,215,214,1333,6,4,2,1952,1696,3505,519,40000,4009,3206,0,0,25,750070,250023
"209",6040,125,131,1486,3,2,3,1935,1892,12176,146,80000,8458,6800,0,5,0,1595056,0
"210",6040,140,166,1035,4,3,3,1923,1388,8277,527,70000,7289,5975,1981,6,2,1373982,28040
"211",6040,221,217,1569,6,5,2,1877,2980,11959,140,130000,13714,11027,1994,0,0,2595103,0
"212",6040,151,153,792,5,4,1,1977,2016,9771,104,75000,7931,6377,0,0,6,1494963,95423
"213",5592,101,114,1323,3,2,1,1869,1382,5921,93,35000,3453,2833,1994,0,0,674994,0
"214",5592,252,264,573,10,10,3,1923,1926,5663,329,75000,7271,5964,0,8,6,1495032,95428
"215",5592,144,146,1302,5,4,1,1974,1527,7500,175,55000,5336,4376,0,0,0,1095000,0
"216",5592,112,117,733,2,2,3,1926,1377,7222,343,45000,4894,3851,0,6,6,844974,53935
"217",5592,110,121,872,4,4,3,1943,1487,9876,108,60000,6356,5097,0,8,0,1194996,0
"218",5592,131,143,729,5,3,1,1900,1192,6958,129,50000,4911,4028,0,25,0,994994,0
"219",5592,170,182,1100,5,4,4,1958,1644,10412,615,95000,9463,7765,2009,32,5,1894984,99736
"220",7361,100,156,970,3,2,2,1967,1281,5096,414,40000,3754,3133,0,100,6,794976,50743
"221",7361,110,119,630,4,3,3,1954,1110,5000,105,30000,3213,2591,0,17,8,595000,51739
"222",7442,61,72,1440,3,2,2,1940,1013,7625,323,30000,2944,2366,0,9,5,549000,28895
"223",4895,174,212,718,5,3,3,1950,1360,2335,451,25000,2784,2215,0,72,24,495020,156322
"224",7950,110,114,770,4,3,3,1897,978,3904,157,25000,2118,1754,1932,5,0,445056,0
"225",7950,125,153,1255,5,4,3,1941,977,2451,248,25000,1697,1426,0,73,0,375003,0
"226",7950,140,128,852,5,3,1,1967,1058,5430,146,35000,3730,2980,0,0,0,695040,0
"227",6715,94,123,554,2,1,2,1958,1608,13398,426,85000,7972,6544,0,57,3,1647954,50968
"228",6715,141,157,823,5,4,1,1974,2106,15274,316,120000,11589,9513,0,0,0,2398018,0
"229",6715,181,186,1028,6,5,1,1972,2743,20688,206,195000,20333,16309,2007,0,0,3847968,0
"230",6715,188,227,827,5,4,1,1973,2980,17612,105,0,21254,17061,0,81,0,3997924,0
"231",6705,167,170,1031,5,5,1,1973,2467,9988,169,85000,9003,7225,0,0,6,1697960,108380
"232",6710,156,191,765,4,3,2,1958,2289,14649,122,140000,14987,12030,0,96,0,2797959,0
"233",6710,226,262,858,7,5,2,2000,2876,15641,167,205000,22272,17880,2007,38,0,4097942,0
"234",6710,224,229,1322,7,5,2,1913,2765,10472,294,120000,13250,10637,1996,0,6,2398088,153069
"235",6710,230,226,944,6,5,2,1983,2963,15044,108,170000,18002,14450,0,0,3,3399944,105153
"236",6710,195,192,788,6,5,2,1980,3980,24469,433,235000,22635,18582,0,0,0,4698048,0
"237",6710,78,87,600,3,2,1,1958,1568,19253,92,85000,8994,7219,0,0,0,1675011,0
"238",6710,216,220,885,5,4,1,2008,3225,21591,95,240000,23600,19384,0,0,0,4750020,0
"239",6700,137,170,398,5,3,2,1933,2181,12929,203,110000,11659,9358,0,82,4,2197930,91580
"240",6700,114,118,389,3,2,2,1902,2395,21169,98,125000,13388,10746,0,0,0,2497942,0
"241",6700,124,142,516,4,3,3,1952,2062,11254,319,80000,8538,6853,0,49,14,1598068,260151
"242",6700,158,198,767,5,3,2,1939,2425,12111,658,120000,11331,9427,1980,83,9,2397978,237163
"243",6700,155,188,543,8,4,3,1930,3088,13287,1198,125000,13257,10633,1937,89,17,2497956,511630
"244",4593,108,123,887,3,2,2,1945,1411,2764,386,25000,1820,1479,0,0,23,339972,101550
"245",5600,215,234,2392,5,4,1,1980,2075,5534,182,65000,6909,5513,0,51,0,1294956,0
"246",5600,165,200,951,5,3,1,1980,2324,8975,154,90000,9549,7620,0,0,0,1795000,0
"247",5600,140,147,821,4,2,1,1970,1733,7449,139,55000,5854,4671,0,0,9,1095003,108297
"248",5600,180,200,2368,6,4,3,1900,1683,2375,199,25000,2569,2049,0,9,32,475000,223529
"249",5600,179,185,1252,5,5,3,1914,1411,9973,1786,95000,9798,7819,1979,8,0,1845005,0
"250",5600,114,118,125,5,3,2,1850,1504,16822,130,0,10549,8418,1982,0,0,1984996,0
"251",5600,98,104,241,4,3,2,1900,889,3317,1505,25000,1849,1475,0,8,20,344968,86242
"252",5600,162,177,1379,7,5,1,1910,1888,4379,181,40000,4157,3317,1977,9,3,775083,23972
"253",5600,169,184,539,6,5,1,1942,1437,2446,134,25000,2434,1942,0,10,0,450064,0
"254",5600,92,95,530,2,1,1,1890,1574,8368,206,40000,4269,3406,2004,4,11,794960,98253
"255",5600,230,239,763,6,5,1,1924,1682,2657,416,35000,3406,2718,1981,5,35,635023,341935
"256",5600,220,197,1070,6,3,3,1900,1611,3299,680,35000,3490,2785,0,16,11,649903,80325
"257",5600,100,129,1254,3,2,1,1966,1935,10039,402,65000,6909,5513,2007,0,7,1295031,97475
"258",5600,158,155,1157,5,3,2,1975,2224,10290,176,80000,8493,6777,0,0,11,1594950,197129
"259",5600,179,194,1600,6,4,1,1877,1818,9119,112,90000,9404,7504,2006,0,0,1769086,0
"260",5600,170,176,1897,5,4,1,1970,2517,7926,281,70000,7437,5934,0,0,7,1394976,104998
"261",5600,149,151,2950,5,3,2,1927,2112,6589,580,50000,5325,4249,1980,10,0,994939,0
"262",5600,197,198,845,7,5,2,1963,1964,4520,135,45000,4797,3827,1984,0,0,894960,0
"263",5600,145,183,1194,4,3,3,1925,1703,6005,93,55000,5876,4688,0,84,0,1098915,0
"264",5600,206,242,1150,7,4,1,1926,1912,5764,266,70000,7437,5934,0,59,13,1394888,208432
"265",5600,127,125,884,4,3,2,1978,1364,5560,1682,35000,3741,2985,0,0,7,695000,52312
"266",5600,125,105,580,4,3,1,1936,1076,8524,140,45000,4797,3827,0,6,0,895020,0
"267",5600,84,82,158,3,2,1,1827,1598,3598,99,25000,1569,1252,1994,0,0,295036,0
"268",6720,114,111,503,3,2,2,1852,2337,9441,255,55000,5096,4184,2009,0,13,1047951,156590
"269",6720,139,137,162,5,4,3,1797,1835,14584,260,0,10606,8516,1966,8,5,1998008,105158
"270",6720,198,207,1231,5,5,2,1890,2626,10135,155,105000,11126,8934,1991,0,7,2097945,157910
"271",6720,220,211,439,6,3,2,1880,2141,13735,100,145000,15361,12335,1976,0,0,2898085,0
"272",6720,113,112,408,4,3,2,1821,1513,17839,377,0,10682,8577,1983,0,13,1997968,298547
"273",6720,174,169,814,6,3,2,1928,1706,10639,114,90000,9565,7680,0,0,10,1797991,199777
