"","zip","Boligareal","Vgtet_areal","Grundareal","rum","vaer","Antal_plan","Bygger","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Prisudvikling","pris","nedslag"
"546",4330,84,96,803,3,2,1,1962,2525,23125,107,115000,11724,9432,0,0,3,2220000,68660
"547",4330,140,144,917,4,3,2,2003,2560,32604,92,235000,24943,20068,0,0,0,4694976,0
"548",4330,159,165,818,6,5,1,1970,3192,18152,86,150000,15938,12823,1976,0,0,2995080,0
"549",4330,121,124,700,5,4,1,1977,2755,24153,157,150000,15938,12823,0,0,2,2994972,61122
"550",4330,139,138,769,6,3,1,1944,2771,19529,204,135000,14301,11496,2003,0,10,2695002,299445
"551",6960,150,155,756,5,4,1,1975,1923,10161,128,80000,8349,6735,1986,0,0,1574955,0
"552",6960,150,158,607,5,4,1,1968,1603,7880,86,65000,6604,5328,1985,0,0,1245040,0
"553",2650,115,120,761,3,2,1,1962,4747,37458,129,225000,23756,19124,2007,0,10,4494960,499440
"554",2650,107,114,500,3,2,1,1963,3970,38553,85,220000,23230,18700,0,0,2,4395042,89695
"555",2650,126,151,640,4,3,2,1958,4712,32417,109,245000,25865,20821,1980,46,6,4894967,312445
"556",4872,95,105,719,3,2,1,1937,1097,6619,162,35000,3728,2980,1983,0,7,694995,52311
"557",7430,130,136,866,4,3,1,1958,1586,5110,238,35000,3741,3015,0,0,13,694960,103845
"558",6851,247,255,2609,6,5,1,1971,2378,9404,799,120000,12806,10332,0,0,4,2398020,99918
"559",7300,70,101,1522,5,4,2,1957,1657,6683,297,35000,3628,2974,1988,70,3,674983,20876
"560",9740,87,109,932,4,3,3,1942,1200,3440,155,25000,2016,1606,1985,60,24,374960,118408
"561",9740,187,188,800,5,3,2,1965,2037,3324,808,35000,3370,2685,1996,0,21,624912,166116
"562",4490,106,116,831,4,4,1,1857,1500,3405,195,25000,2116,1719,2003,0,15,394980,69702
"563",6064,148,147,632,4,3,2,1877,1482,8129,172,60000,6540,5259,1987,0,8,1194963,103910
"564",6064,137,140,625,4,3,2,1916,1493,6750,276,50000,5025,4040,0,0,0,945000,0
"565",4450,242,248,1318,8,5,2,2013,1911,8851,448,110000,10951,9096,0,0,8,2195048,190874
"566",4450,112,117,810,4,3,2,1926,1664,11624,157,70000,7236,5827,0,0,0,1360008,0
"567",4040,170,184,1201,4,3,1,2019,4237,27147,304,250000,26332,21248,0,0,4,4995048,208127
"568",4040,221,225,1315,6,5,1,1961,4485,18644,204,210000,22432,18102,2009,0,0,4194900,0
"569",4040,74,76,1231,4,3,1,1991,3687,31513,0,120000,12730,10271,0,0,0,2394988,0
"570",4040,171,174,784,4,3,1,1961,3729,27845,133,245000,25882,20886,1977,0,0,4845030,0
"571",4040,100,108,1449,3,2,1,1974,3708,30046,126,165000,17354,14004,2003,0,4,3244968,135207
"572",4174,160,173,1385,4,3,2,1877,2933,16156,125,140000,14797,11829,0,0,7,2794988,210375
"573",4174,254,258,1110,5,4,2,1892,3080,10058,141,130000,13719,10967,1984,0,0,2594964,0
"574",4400,140,147,750,4,3,1,1965,1884,10510,395,80000,8220,6683,1967,0,0,1544970,0
"575",4400,84,93,930,3,2,1,1964,2132,10699,325,50000,5320,4322,0,0,0,995007,0
"576",4400,161,200,2099,3,2,2,1940,2374,13000,108,130000,13788,11203,2005,91,0,2600000,0
"577",4400,110,117,684,4,3,1,1967,1740,11496,304,70000,7128,5795,0,0,0,1345032,0
"578",7960,110,105,1548,5,3,2,1932,1334,4143,92,25000,2236,1830,1945,0,0,435015,0
"579",4653,115,124,744,5,4,1,1973,2438,14315,171,90000,9398,7524,0,0,3,1775060,54899
"580",4653,100,102,1480,5,3,1,1930,2287,18088,114,95000,9759,7814,0,0,0,1844976,0
"581",4653,171,187,826,4,3,1,1988,2931,12273,128,115000,12138,9718,0,0,0,2295051,0
"582",4736,93,98,821,4,3,1,1925,2354,10153,244,50000,5315,4287,1990,0,0,994994,0
"583",4736,184,229,1464,5,4,3,1973,4258,17009,163,195000,21156,17083,0,114,8,3895061,338701
"584",4736,183,188,607,5,3,4,1882,2476,15931,84,150000,15853,12789,2009,0,0,2995028,0
"585",4736,154,153,880,4,3,2,1984,3001,15654,106,120000,12691,10238,1985,0,0,2395062,0
"586",2770,86,102,232,4,3,3,1946,3058,36716,106,190000,19767,16292,0,43,9,3745032,370388
"587",2770,158,165,985,6,4,1,1960,2504,24212,128,0,21285,17543,1999,0,8,3994980,347390
"588",5300,196,204,849,6,5,1,2000,2280,17892,105,185000,19274,15404,0,0,3,3649968,112886
"589",5300,144,153,626,5,4,1,1988,2573,17320,135,135000,14010,11196,1995,0,5,2649960,139472
"590",4360,114,131,890,4,2,1,1917,2033,10649,176,70000,7437,5984,0,12,15,1395019,246180
"591",4060,167,168,746,5,4,2,1973,2615,10982,129,95000,9783,7865,0,0,26,1844976,648235
"592",8620,102,133,1839,5,3,3,1959,1131,6203,373,45000,4388,3527,0,72,2,824999,16837
"593",8620,82,117,635,4,3,3,1941,1403,5940,1924,35000,3160,2666,0,54,3,694980,21494
"594",8620,164,171,381,6,4,2,1905,1486,4064,1247,35000,3262,2754,0,18,21,694944,184732
"595",4672,188,220,618,8,8,2,1965,2686,8523,98,95000,9924,7929,0,39,0,1875060,0
"596",8765,121,124,1084,4,3,1,1985,1672,6048,146,40000,4003,3228,0,0,9,749952,74171
"597",8765,156,185,932,4,3,2,1971,1407,4568,123,45000,4148,3419,0,66,0,845080,0
"598",8765,82,93,495,2,1,2,1890,878,4290,150,25000,2149,1731,1975,0,19,398970,93586
"599",2300,176,153,441,5,4,2,1925,4341,29379,151,225000,23703,19380,1966,0,6,4494987,286914
"600",4600,189,198,772,5,4,2,1971,2826,16136,101,160000,16975,13564,1992,0,0,3194928,0
"601",4600,110,118,777,4,3,1,1957,3413,40636,84,240000,25299,20450,0,0,0,4795048,0
"602",4600,196,193,549,5,3,2,1972,3071,18420,207,180000,18894,15098,2003,0,4,3555060,148128
"603",4600,80,92,647,3,2,1,1936,1670,28207,97,130000,14129,11430,1963,0,0,2595044,0
"604",4600,142,94,728,5,4,2,1920,2114,34574,114,165000,17202,13905,0,0,0,3249956,0
"605",6000,108,141,418,5,4,2,1947,2159,17695,100,125000,13189,10605,0,80,7,2494995,187795
"606",6000,159,202,659,5,4,2,1958,2793,14332,126,145000,15292,12296,1970,131,3,2895064,89538
"607",6000,137,140,768,4,3,1,1985,2603,15714,0,110000,11644,9362,0,0,0,2199960,0
"608",6000,104,108,152,5,3,3,1910,1531,14769,130,80000,8458,6800,0,20,3,1595052,49332
"609",6000,116,155,792,3,2,2,1953,2251,9968,113,80000,8179,6576,1962,72,9,1545040,152806
"610",6000,105,114,511,5,4,2,1907,1976,9605,172,55000,5852,4701,1974,8,15,1094970,193230
"611",6000,207,179,722,4,3,3,1980,2947,22318,91,0,21074,16946,2009,0,0,3994922,0
"612",6000,146,157,855,6,5,2,1960,2482,12707,430,0,9663,7944,1970,83,17,1994999,408614
"613",6000,135,159,700,5,3,2,1971,2738,9403,550,75000,8007,6438,1976,25,17,1495077,306221
