"","zip","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Prisudvikling","pris"
"583",5683,148,NA,19920,54,1,1843,2285,6419,109,50000,4720,3860,1975,0,0,NA
"584",5683,177,176,1405,75,2,1960,2062,7642,191,70000,7343,5869,1977,0,23,1344992
"585",5683,186,228,10968,65,3,1904,1946,8750,180,0,9959,8147,1997,9,0,1995000
"586",5683,175,183,1530,64,2,1827,1853,3251,1763,30000,3232,2582,1950,0,25,594933
"587",5683,77,100,686,32,3,1954,1422,8950,331,45000,4052,3404,1971,49,5,895000
"588",5683,65,83,610,41,2,1800,1352,6627,1922,30000,2489,2090,1950,6,0,550041
"589",5683,278,289,3308,96,2,1993,2156,10017,539,145000,13481,11175,0,0,3,2894913
"590",5683,140,178,2480,55,2,1875,2438,6152,379,55000,5845,4670,1994,0,0,1095056
"591",5683,83,95,1135,43,2,1897,1261,7316,399,35000,3144,2640,1965,0,0,695020
"592",5683,160,196,4514,42,2,1856,1724,2423,832,25000,2356,1925,0,0,10,474908
"593",5683,170,217,61637,53,NA,1947,2293,23018,632,250000,27442,21936,2008,0,7,4994906
"594",6100,215,213,1004,54,2,1928,2212,9366,2641,0,10614,8469,0,0,16,1994958
"595",6100,211,234,1027,65,3,1953,2784,12372,254,145000,15355,12252,1976,104,0,2895048
"596",6100,165,200,1077,75,3,1956,2329,8475,301,85000,9020,7197,0,62,0,1695000
"597",6100,189,201,838,64,2,2001,NA,NA,0,175000,18396,14668,2016,0,0,NA
"598",6100,147,152,823,54,2,1958,1813,14803,562,115000,11937,9525,2009,0,0,2250056
"599",6100,137,155,1473,43,3,1955,2226,13516,269,105000,11132,8882,2018,63,2,2094980
"600",6100,219,222,1323,75,2,1922,2022,2680,115,30000,3232,2578,0,0,14,594960
"601",6100,112,119,924,32,3,1949,1319,9244,176,55000,5874,4686,0,62,0,1100036
"602",6100,177,210,800,64,2,1935,1638,4048,419,45000,4572,3648,0,97,22,850080
"603",6100,199,221,1602,63,1,1963,2130,6765,457,75000,7949,6337,1999,0,3,1495065
"604",6100,104,107,761,43,1,1981,1668,6495,142,35000,3720,2965,0,0,7,694965
"605",6100,166,205,901,53,2,1970,2381,11707,100,120000,12729,10156,0,66,0,2399935
"606",6100,167,162,969,63,2,2008,2048,15957,93,130000,13700,10932,0,0,0,2585034
"607",6100,174,149,2060,43,1,1979,1633,8691,325,65000,6909,5512,1996,0,7,1294959
"608",6100,155,171,735,55,2,1957,NA,NA,0,90000,9266,7393,0,71,0,NA
"609",6100,94,115,680,43,3,1955,1442,6043,340,35000,3737,2981,0,56,0,694945
"610",6100,148,163,1003,54,1,1980,1695,5491,510,45000,4797,3827,0,0,0,895033
"611",6100,140,139,490,53,2,1900,1258,4640,287,35000,3453,2754,2005,0,0,644960
"612",6100,175,202,804,65,2,1965,2284,13837,99,140000,14810,11817,0,60,0,2795074
"613",6100,109,139,902,43,2,1857,1355,9676,329,70000,7158,5711,0,0,0,1344964
"614",6100,65,86,738,21,2,1951,1608,10407,182,45000,4771,3803,0,42,0,895002
"615",6100,162,191,1068,54,3,1953,2373,14634,126,140000,14810,11817,0,90,7,2795094
"616",6100,157,165,948,54,1,1976,2297,16333,666,135000,14299,11410,0,0,4,2694945
"617",6100,125,133,954,43,1,1971,1518,6391,84,45000,4521,3604,0,0,0,850003
"618",6100,243,224,858,75,3,1964,1573,15156,339,170000,17996,14360,0,0,3,3394944
"619",6100,100,NA,NA,43,1,1989,2041,11950,365,60000,6381,5091,0,0,8,NA
"620",6100,160,154,1103,53,2,1850,1888,5162,415,40000,4254,3393,1984,0,16,794948
"621",6100,267,307,486,64,2,1947,2443,14007,125,215000,22775,18173,0,101,0,4300149
"622",6100,231,168,2330,85,2,1915,2546,9494,1784,80000,8500,6782,1974,56,11,1594992
"623",6100,143,190,931,65,3,1951,2156,7289,140,70000,7379,5883,2004,107,7,1384910
"624",7540,127,167,1419,42,3,1955,1141,2066,833,25000,1848,1492,1972,59,27,345022
"625",9560,309,357,19132,64,1,1860,2336,2381,1667,45000,4645,3713,1986,0,15,850017
"626",9560,136,148,880,32,2,1912,1525,4358,189,35000,3456,2760,0,0,14,644984
"627",9560,154,149,2031,43,2,1948,1699,4362,891,35000,3488,2785,0,0,18,649938
"628",9560,98,100,602,32,2,1947,1478,7750,1200,40000,4150,3314,1983,4,0,775000
"629",9560,137,145,1257,21,1,1895,1939,4814,436,35000,3743,2991,1998,0,7,698030
"630",9370,125,132,377,43,2,1916,1261,2462,85,25000,1729,1391,2000,0,0,324984
"631",9370,151,158,694,43,1,1965,1643,4399,300,35000,3726,2996,1977,0,10,695042
"632",7362,96,98,NA,32,1,1990,NA,NA,276,0,NA,NA,0,0,0,NA
"633",7362,114,130,5960,32,3,1943,1222,5346,937,35000,3291,2746,0,5,0,694980
"634",7362,83,90,671,32,1,1966,994,4389,105,25000,2130,1718,0,0,20,395010
"635",7362,167,186,4480,52,2,1936,NA,NA,0,35000,3754,3017,1978,6,0,NA
"636",7730,178,185,480,77,3,1962,1299,3216,1183,30000,3206,2567,1972,30,8,594960
"637",7730,126,138,340,54,1,1973,1337,4312,136,30000,3214,2575,0,0,0,595056
"638",7730,138,146,736,54,1,1968,1457,5130,359,40000,3996,3202,0,0,19,748980
"639",7673,122,134,1320,54,1,1846,971,3694,98,25000,2512,2061,0,0,0,494996
"640",7673,93,122,771,43,3,1955,1131,4057,388,25000,2277,1917,0,63,17,494954
"641",7673,282,284,3243,54,NA,1871,1829,2447,416,35000,3728,2989,2000,0,22,694948
"642",7673,119,127,1572,53,2,1888,1151,3898,548,25000,2723,2180,1988,0,45,495046
"643",7673,117,91,1200,54,1,1900,1069,5440,0,25000,2676,2145,0,0,0,495040
"644",4652,210,211,1071,65,2,1975,2729,11351,256,120000,12688,10130,0,0,11,2395061
"645",4652,137,122,314,54,2,1950,1683,12254,101,75000,7949,6346,0,0,9,1494988
"646",4652,172,132,844,63,2,1914,2032,16629,106,110000,11727,9370,0,0,0,2195028
"647",4652,236,227,16649,54,NA,1872,2928,17599,546,0,20992,16761,1998,0,11,3994973
"648",5463,376,302,12438,34,1,1920,2791,9917,134,150000,15814,12673,2011,148,0,2994934
"649",5463,91,135,1540,24,2,1890,1360,5000,415,35000,3316,2719,0,0,0,675000
"650",4690,166,174,800,54,NA,2021,3100,24713,135,215000,22856,18301,0,0,0,4300062
"651",4690,164,172,788,64,2,1887,NA,NA,0,60000,6267,5013,1994,15,0,NA
"652",4690,131,143,648,44,1,1976,NA,NA,0,140000,14504,11613,1987,0,0,NA
"653",4690,202,183,800,55,1,1976,2779,13634,120,125000,13240,10593,0,0,11,2495022
"654",4690,149,168,744,54,3,1968,2362,13065,108,110000,11616,9300,0,45,12,2194920
"655",4690,148,158,713,54,1,1973,2553,15791,154,125000,13341,10682,1979,0,7,2494978
"656",4690,175,178,1376,64,1,1975,3170,14994,175,135000,14099,11280,0,0,4,2668932
"657",4690,147,157,960,55,1,1979,2696,17803,153,140000,14795,11837,0,0,0,2795071
"658",4690,202,NA,876,66,2,1974,3631,14332,148,145000,15351,12282,0,0,0,NA
"659",4690,218,240,13184,85,2,1877,4628,9979,207,120000,12712,10170,1960,0,0,2394960
"660",4690,87,92,739,44,1,2005,1803,16033,482,75000,7880,6309,0,0,8,1475036
"661",4690,126,128,663,42,2,1930,2087,17148,266,110000,11657,9326,1978,0,8,2194944
"662",4690,151,163,840,54,1,1975,2720,18988,156,155000,16343,13085,1982,0,5,3095044
"663",4690,207,211,851,54,2,1972,2594,11825,273,125000,12325,10098,0,0,4,2495075
"664",4690,113,119,650,43,1,1986,2226,20798,101,125000,14234,11180,0,0,0,2474962
"665",4690,141,163,846,53,2,1964,2774,17515,102,145000,15128,12104,1973,49,0,2854945
"666",4622,96,103,781,43,1,1964,2613,22767,183,120000,12386,10025,0,0,15,2345001
"667",8970,146,162,790,63,2,1887,1339,3691,1767,30000,3224,2583,1976,0,0,597942
"668",8970,149,176,789,64,1,1992,1307,4233,107,40000,3987,3184,0,0,0,745008
"669",8970,109,142,1314,43,2,1963,1208,4894,108,35000,3738,2995,0,59,0,694948
"670",8970,150,158,572,32,2,1830,1352,4399,282,35000,3834,3075,1975,0,0,695042
"671",8970,125,131,666,43,2,1942,980,3397,94,25000,2405,1926,0,0,0,445007
"672",2640,134,164,900,53,1,1973,3647,24384,99,0,21102,17115,0,66,2,3998976
"673",2640,124,129,889,43,1,1973,3582,27132,126,175000,20249,16144,0,0,3,3500028
"674",2640,218,227,763,75,2,1962,3325,22026,146,250000,24855,20616,2020,22,6,4999902
"675",2640,98,102,353,43,2,1932,2192,24265,142,125000,13146,10662,0,10,1,2475030
"676",2640,174,172,702,65,2,1978,3633,22081,94,190000,20107,16308,0,0,11,3797932
"677",6094,166,179,918,64,1,1985,2109,10028,121,90000,9530,7657,0,0,3,1795012
"678",6094,140,142,596,43,2,1877,1591,7359,1033,55000,5696,4580,1997,0,0,1044978
"679",6094,174,215,1504,54,2,1877,NA,NA,0,60000,6093,4895,1991,0,0,NA
"680",6094,150,NA,965,63,2,1900,1525,6300,262,50000,5064,4071,1989,0,5,NA
"681",6094,205,243,814,54,2,1974,2981,10267,545,125000,14355,11328,0,96,4,2494881
"682",6094,147,180,922,54,3,1958,2032,6917,164,65000,6776,5448,1997,56,4,1245060
"683",2900,233,286,1103,87,3,1933,7866,61189,302,875000,92106,75446,0,124,3,17500054
"684",2900,239,307,1182,75,NA,1990,15109,97720,0,1500000,157844,129294,0,134,0,30000040
"685",2900,135,168,760,53,1,1936,NA,NA,0,335000,35281,28898,0,73,0,NA
"686",3000,138,171,516,64,3,1951,3700,21023,245,180000,19119,15412,1965,79,5,3594933
"687",3000,86,106,372,42,2,1953,2799,23349,95,125000,13117,10573,1974,18,0,2474994
"688",6893,165,171,878,54,2,1980,1112,3655,266,35000,3348,2699,1989,0,7,625005
"689",6893,130,135,648,32,3,1900,1048,3667,318,25000,2684,2163,1961,0,0,495045
"690",6893,178,179,1082,75,2,1981,1474,19553,233,175000,18536,14944,0,0,0,3499987
"691",6893,99,118,1133,43,1,1994,2255,16907,144,0,10596,8542,0,0,0,1995026
"692",6893,125,130,380,43,3,1900,974,3808,318,25000,2684,2163,0,0,0,495040
"693",6893,220,243,7816,64,3,1908,1906,4424,360,55000,5736,4624,0,6,7,1075032
"694",6893,139,153,1231,63,2,1915,1129,4542,87,35000,3880,3130,2000,0,0,694926
"695",6893,198,240,1612,63,1,1917,1281,3313,114,40000,3940,3248,1980,0,0,795120
"696",4681,106,119,776,43,1,1967,2765,18445,100,110000,11616,9395,0,0,0,2194955
"697",4681,138,136,631,43,2,1986,3077,23493,119,160000,18362,14585,0,0,0,3195048
"698",4681,84,NA,1000,32,1,1964,2645,20179,176,85000,9021,7291,0,0,0,NA
"699",2730,168,169,702,74,1,1959,4491,29556,126,250000,26435,21628,1970,0,9,4994964
"700",2730,145,150,1004,63,1,1954,4164,31933,133,240000,25448,20835,1970,0,4,4789950
"701",4160,118,122,964,32,1,2003,2091,15533,122,95000,10042,8101,0,0,0,1895026
"702",4160,195,198,872,43,2,1973,2485,9571,330,95000,10455,8442,0,0,4,1895058
"703",4160,130,142,900,43,1,1973,2427,13345,127,95000,10055,8111,0,0,5,1894990
"704",4160,436,460,7262,75,2,2008,5141,7598,394,175000,18543,14960,0,0,5,3495080
"705",4160,290,221,15000,65,2,1917,2670,17172,106,190000,20037,16165,2020,0,0,3795012
"706",9850,119,132,825,43,1,1952,1586,5038,479,35000,3560,2839,1972,12,4,665016
"707",9850,116,121,732,43,1,1974,1404,4917,302,30000,3202,2553,0,0,8,594957
"708",9850,154,163,1522,43,2,1877,1704,4282,374,35000,3744,2985,2003,0,6,697966
"709",9850,147,154,592,53,1,1947,1559,5162,394,40000,4254,3392,1968,0,0,794948
"710",9850,104,112,676,43,1,1963,1531,7366,3702,45000,4390,3501,0,0,0,824992
"711",9850,225,220,901,97,2,1964,1837,3159,403,35000,3727,2972,1972,0,21,694980
"712",9850,90,98,390,54,2,1872,1254,4592,274,25000,2425,1934,1976,0,10,450016
"713",9320,107,114,485,64,2,1934,1262,6535,296,40000,3991,3177,1980,0,0,744990
"714",9320,142,147,800,53,3,1948,1445,5088,245,40000,4007,3190,1994,0,6,747936
"715",9320,99,87,765,32,2,1950,1106,6885,130,30000,3236,2576,1978,0,0,598995
"716",9320,165,232,2758,53,2,1908,NA,NA,0,30000,3212,2557,2000,0,0,NA
"717",9320,120,122,334,43,2,1925,1166,6131,282,40000,4007,3190,1975,0,6,747982
"718",7560,224,NA,1009,64,3,1910,1782,3549,1535,40000,3586,3025,0,16,0,NA
"719",9800,115,123,539,32,2,1890,1431,6911,99,45000,4551,3629,0,0,0,850053
"720",9500,104,106,907,32,2,1850,1447,7066,254,40000,3574,2962,1989,0,6,748996
"721",9500,117,126,765,32,1,1936,1101,4722,261,30000,3203,2570,1992,0,20,594972
"722",9500,126,135,17500,43,2,1877,1261,4407,287,30000,3215,2584,0,0,5,594945
"723",9500,244,NA,714,96,3,1910,1405,3053,398,40000,4177,3339,1969,75,17,NA
"724",9500,134,157,1160,54,3,1912,1427,2834,1506,25000,2194,1793,0,28,6,444938
"725",6280,208,163,1972,97,2,1957,1864,7331,129,60000,6417,5157,0,12,8,1194953
"726",6280,187,234,817,43,3,1955,1606,4060,2052,50000,4751,3905,0,72,0,950040
"727",6280,189,192,720,54,2,1938,1379,3099,136,30000,3011,2474,1976,0,0,595008
"728",6280,87,103,563,43,2,1965,NA,NA,0,25000,2674,2146,0,34,0,NA
"729",4300,85,107,394,42,3,1911,2525,19579,94,105000,11086,8927,0,35,5,2094953
"730",4300,177,195,909,86,1,1976,3709,14846,101,145000,15297,12318,1984,29,6,2894970
"731",4300,130,134,813,43,1,1969,3002,22351,88,150000,17217,13608,0,0,9,2995034
"732",4300,156,175,1580,53,1,1937,3415,18840,135,165000,17496,14079,1988,42,6,3297000
"733",4300,110,NA,NA,43,NA,1919,1520,18136,283,0,9296,7753,2020,0,13,NA
"734",4300,225,236,1192,76,1,1971,4243,19047,87,225000,23804,19155,1981,0,0,4495092
"735",4300,79,119,591,33,1,1962,2552,18445,197,110000,11672,9392,0,91,0,2194955
"736",4960,288,699,9818,52,2,1956,4164,2575,1317,90000,8921,7270,0,52,10,1799925
"737",4960,125,185,2700,55,2,1926,1304,2135,132,25000,2123,1689,0,0,19,394975
"738",4960,84,87,476,32,2,1936,1113,4011,91,25000,1959,1559,0,0,0,348957
"739",4684,162,163,798,64,2,1984,NA,NA,0,110000,11347,9154,1989,0,0,NA
"740",4684,140,155,715,54,1,1986,2743,14826,85,115000,12171,9826,0,0,4,2298030
"741",4684,152,156,745,64,1,1983,2638,12808,170,0,10536,8499,0,0,9,1998048
"742",4684,107,117,676,43,2,1923,2009,12803,85,75000,7974,6433,0,0,0,1497951
"743",4684,113,144,928,43,2,1957,2379,11076,185,80000,8486,6845,0,59,3,1594944
"744",4684,146,176,723,43,2,1959,2278,5955,121,55000,5571,4494,1988,103,5,1048080
"745",4684,361,258,57396,64,NA,1877,3335,18973,735,245000,25815,20842,2002,0,2,4895034
"746",4684,144,NA,825,54,1,1986,2530,10069,284,75000,7687,6201,0,0,15,NA
"747",6670,140,165,1146,43,1,1961,NA,NA,0,40000,4274,3441,1978,18,0,NA
"748",2840,134,142,989,55,1,1971,6251,44718,127,320000,33453,27585,1984,0,4,6349956
"749",2840,211,NA,1530,75,2,1978,9462,68697,231,725000,76301,62918,0,0,2,NA
"750",2840,220,205,1002,84,2,1860,5947,34122,436,350000,36859,30393,2018,0,18,6995010
"751",2840,163,190,720,65,5,1928,7378,39447,104,375000,39674,32716,2009,54,6,7494930
"752",2840,208,222,1070,74,3,1961,7666,39414,287,440000,46075,37993,1977,47,12,8749908
"753",2840,151,135,1063,53,2,1800,6251,43296,104,295000,30797,25394,2012,0,10,5844960
"754",2840,121,154,1118,66,3,1927,7286,47370,167,365000,38436,31694,1957,70,0,7294980
"755",2840,205,NA,1000,64,2,2017,NA,NA,0,875000,92386,76132,0,0,0,NA
"756",8700,147,162,698,43,2,1930,NA,NA,0,45000,4498,3620,1976,0,0,NA
"757",8700,95,105,690,21,1,1944,NA,NA,0,25000,2679,2156,1965,0,0,NA
"758",8700,112,142,3991,21,1,1822,1569,4894,409,35000,3482,2867,1968,0,0,694948
"759",8700,84,114,1033,44,3,1956,1838,6974,280,40000,4272,3441,0,43,10,795036
"760",2970,110,138,824,43,2,1961,4924,36196,193,250000,26391,21617,0,60,15,4995048
"761",2970,137,143,802,66,1,1970,4934,38427,121,275000,29073,23815,0,0,8,5495061
"762",2970,96,137,1007,31,2,1978,4658,32810,149,225000,23756,19576,2000,96,4,4494970
"763",4913,124,139,992,43,1,1965,1191,3561,213,25000,2514,2047,0,0,6,494979
"764",4913,160,178,802,53,3,1927,1198,4298,428,40000,3748,3052,0,4,4,765044
"765",4913,153,158,643,43,2,1894,1077,2373,553,25000,1790,1478,1978,0,5,374934
"766",4913,117,138,390,43,3,1953,1150,2862,283,25000,1890,1560,0,64,0,394956
"767",4913,170,290,5273,73,1,1863,2829,3086,88,45000,4494,3661,0,0,0,894940
"768",4913,238,237,1311,65,2,1976,1591,3565,86,45000,4500,3578,1981,0,0,844905
"769",4913,101,105,1119,33,1,1900,880,5667,238,30000,3201,2546,1990,0,0,595035
"770",4913,233,247,2919,74,1,1877,2009,4838,1948,60000,6354,5056,1962,0,20,1194986
"771",6682,152,154,494,54,2,1905,1213,4513,420,35000,3199,2703,1981,0,7,695002
"772",6682,135,138,960,54,2,1925,1202,4312,358,30000,2759,2331,1981,0,14,595056
"773",5932,105,117,1226,53,1,1871,1438,4487,148,30000,2822,2246,1994,0,12,524979
"774",5932,162,163,861,75,2,1915,1488,3037,165,25000,2685,2136,0,0,9,495031
"775",5932,106,146,695,31,2,1939,1345,4555,93,35000,3574,2844,0,100,0,665030
"776",5932,144,150,689,54,3,1905,NA,NA,0,40000,4260,3392,1986,0,0,NA
"777",5932,191,199,2022,52,1,1934,1586,6005,273,60000,6381,5078,0,6,8,1194995
"778",5932,151,162,1097,43,1,1975,1569,3364,421,30000,2934,2334,0,0,8,544968
"779",5932,59,69,380,32,2,1895,965,5290,450,25000,1960,1560,0,0,5,365010
"780",5932,107,112,690,42,2,1906,1137,5313,422,30000,3214,2557,1947,0,25,595056
"781",5932,134,146,709,32,3,1936,1095,5377,336,40000,4214,3353,0,3,7,785042
"782",7760,127,145,1135,54,3,1938,1604,5414,142,40000,3959,3246,1973,25,5,785030
"783",7760,220,240,4949,74,3,1912,1551,2896,890,35000,3734,2989,1976,10,0,695040
"784",7760,204,NA,661,65,1,1900,1417,3897,87,40000,3999,3278,1990,0,0,NA
"785",7760,149,164,3536,74,1,1908,1270,2713,109,25000,2253,1846,1977,0,0,444932
"786",7760,130,160,790,64,3,1952,1322,3719,1599,30000,2714,2283,0,80,5,595040
"787",7760,115,127,768,54,1,1850,1022,5102,3889,35000,2935,2471,0,0,11,647954
"788",7760,115,147,1141,54,3,1949,1279,4728,192,35000,3506,2874,0,77,9,695016
"789",7760,161,178,3089,54,2,1925,1384,4466,1333,40000,3603,3033,1987,0,6,794948
"790",7760,146,141,4336,44,2,1928,1889,5142,479,40000,3873,3101,1966,0,0,725022
"791",7760,294,295,580,97,3,1900,1459,2017,912,30000,2714,2283,1990,15,0,595015
"792",7760,143,150,1161,63,1,1928,1283,4300,149,35000,3085,2562,0,0,0,645000
"793",4330,84,96,803,32,1,1962,2525,23125,107,115000,11724,9432,0,0,3,2220000
"794",4330,291,NA,868,65,3,1915,NA,NA,0,225000,23696,19050,1980,67,0,NA
"795",4330,140,144,917,43,2,2003,2560,32604,92,235000,24943,20068,0,0,0,4694976
"796",4330,159,165,818,65,1,1970,3192,18152,86,150000,15938,12823,1976,0,0,2995080
"797",4330,121,124,700,54,1,1977,2755,24153,157,150000,15938,12823,0,0,2,2994972
"798",4330,139,138,769,63,1,1944,2771,19529,204,135000,14301,11496,2003,0,10,2695002
"799",4330,151,NA,832,64,NA,2019,3229,33079,93,250000,26532,21347,0,0,6,NA
"800",6960,150,155,756,54,1,1975,1923,10161,128,80000,8349,6735,1986,0,0,1574955
"801",6960,NA,NA,1144,NA,NA,NA,1290,NA,1519,30000,3003,2397,0,0,18,NA
"802",6960,NA,NA,1008,NA,NA,NA,847,NA,822,25000,1882,1502,0,0,17,NA
"803",6960,150,158,607,54,1,1968,1603,7880,86,65000,6604,5328,1985,0,0,1245040
"804",6960,99,NA,907,65,2,1979,2107,11061,1051,55000,5831,4704,0,0,8,NA
"805",2650,115,120,761,32,1,1962,4747,37458,129,225000,23756,19124,2007,0,10,4494960
"806",2650,155,151,694,54,1,1958,4754,35728,130,270000,28499,22941,1982,0,7,5394928
"807",2650,107,114,500,32,1,1963,3970,38553,85,220000,23230,18700,0,0,2,4395042
"808",2650,154,158,715,54,2,1963,3668,35430,143,280000,29569,23803,2021,0,7,5597940
"809",2650,126,151,640,43,2,1958,4712,32417,109,245000,25865,20821,1980,46,6,4894967
"810",2650,122,135,686,54,1,1957,4908,42593,254,290000,30356,24437,2014,0,4,5750055
"811",4872,292,NA,4865,95,1,1912,2943,9229,449,135000,14277,11423,0,37,0,NA
"812",4872,95,105,719,32,1,1937,1097,6619,162,35000,3728,2980,1983,0,7,694995
"813",7430,130,136,866,43,1,1958,1586,5110,238,35000,3741,3015,0,0,13,694960
"814",2635,154,NA,1093,43,2,1985,4525,25942,106,0,21082,17033,1987,0,5,NA
"815",6851,247,255,2609,65,1,1971,2378,9404,799,120000,12806,10332,0,0,4,2398020
"816",6851,268,248,17741,86,1,1864,2879,7250,130,90000,9557,7705,1988,0,0,1798000
"817",6851,317,340,40540,97,1,1891,NA,NA,0,0,10619,8561,0,0,0,NA
"818",7300,70,101,1522,54,2,1957,1657,6683,297,35000,3628,2974,1988,70,3,674983
"819",9740,87,109,932,43,3,1942,1200,3440,155,25000,2016,1606,1985,60,24,374960
"820",9740,187,188,800,53,2,1965,2037,3324,808,35000,3370,2685,1996,0,21,624912
"821",4490,207,219,85000,73,2,1827,2771,19612,300,215000,19038,16218,1976,0,4,4295028
"822",4490,106,116,831,44,1,1857,1500,3405,195,25000,2116,1719,2003,0,15,394980
"823",6064,148,147,632,43,2,1877,1482,8129,172,60000,6540,5259,1987,0,8,1194963
"824",6064,233,271,15572,85,3,1932,2376,9207,136,125000,13189,10605,0,14,0,2495097
"825",6064,137,140,625,43,2,1916,1493,6750,276,50000,5025,4040,0,0,0,945000
"826",4450,242,248,1318,85,2,2013,1911,8851,448,110000,10951,9096,0,0,8,2195048
"827",4450,70,NA,1595,32,NA,1900,1123,21357,91,75000,7959,6408,0,0,0,NA
"828",4450,204,231,3232,57,2,1936,2024,4307,195,50000,5524,4448,0,0,17,994917
"829",4450,171,212,6180,53,1,1920,NA,NA,0,135000,14010,11273,1977,0,0,NA
"830",4450,112,117,810,43,2,1926,1664,11624,157,70000,7236,5827,0,0,0,1360008
"831",4040,101,NA,1248,43,1,1971,3273,29653,94,150000,15851,12790,1985,0,6,NA
"832",4040,162,164,1230,54,1,2021,3177,32287,121,265000,28296,22834,0,0,0,5295068
"833",4040,170,184,1201,43,1,2019,4237,27147,304,250000,26332,21248,0,0,4,4995048
"834",4040,108,113,702,32,1,2001,4970,53053,450,0,31711,25589,0,0,6,5994989
"835",4040,181,NA,727,43,1,2007,3907,27597,123,250000,26696,21543,0,0,4,NA
"836",4040,221,225,1315,65,1,1961,4485,18644,204,210000,22432,18102,2009,0,0,4194900
"837",4040,74,76,1231,43,1,1991,3687,31513,0,120000,12730,10271,0,0,0,2394988
"838",4040,171,174,784,43,1,1961,3729,27845,133,245000,25882,20886,1977,0,0,4845030
"839",4040,100,108,1449,32,1,1974,3708,30046,126,165000,17354,14004,2003,0,4,3244968
"840",4174,160,173,1385,43,2,1877,2933,16156,125,140000,14797,11829,0,0,7,2794988
"841",4174,254,258,1110,54,2,1892,3080,10058,141,130000,13719,10967,1984,0,0,2594964
"842",4400,140,147,750,43,1,1965,1884,10510,395,80000,8220,6683,1967,0,0,1544970
"843",4400,84,93,930,32,1,1964,2132,10699,325,50000,5320,4322,0,0,0,995007
"844",4400,136,137,1306,55,NA,1959,2305,6168,266,45000,4514,3667,0,0,15,845016
"845",4400,144,155,868,54,1,1968,NA,NA,0,65000,6883,5595,1974,0,0,NA
"846",4400,182,NA,19892,53,1,1892,4427,12363,450,115000,12422,10102,1950,0,0,NA
"847",4400,514,669,65413,106,NA,1900,6039,8961,125,0,29613,24600,1991,0,0,5994909
"848",4400,161,200,2099,32,2,1940,2374,13000,108,130000,13788,11203,2005,91,0,2600000
"849",4400,110,117,684,43,1,1967,1740,11496,304,70000,7128,5795,0,0,0,1345032
"850",4771,290,500,16921,106,2,1878,4029,5500,527,140000,14590,11754,0,6,42,2750000
"851",7960,70,NA,4185,42,1,1877,1003,11357,423,40000,4389,3509,0,0,0,NA
"852",7960,187,214,4669,76,NA,1935,1239,2430,219,30000,2873,2297,0,0,0,520020
"853",7960,110,105,1548,53,2,1932,1334,4143,92,25000,2236,1830,1945,0,0,435015
"854",4653,115,124,744,54,1,1973,2438,14315,171,90000,9398,7524,0,0,3,1775060
"855",4653,225,242,15000,95,3,1901,2957,12376,197,150000,15823,12669,0,20,0,2994992
"856",4653,100,102,1480,53,1,1930,2287,18088,114,95000,9759,7814,0,0,0,1844976
"857",4653,171,187,826,43,1,1988,2931,12273,128,115000,12138,9718,0,0,0,2295051
"858",2690,178,191,981,54,1,1969,3966,28770,135,275000,30266,24650,1999,0,4,5495070
"859",2690,231,228,1086,65,2,1969,4315,28487,121,325000,34390,28004,1988,0,0,6495036
"860",4736,93,98,821,43,1,1925,2354,10153,244,50000,5315,4287,1990,0,0,994994
"861",4736,184,229,1464,54,3,1973,4258,17009,163,195000,21156,17083,0,114,8,3895061
"862",4736,183,188,607,53,4,1882,2476,15931,84,150000,15853,12789,2009,0,0,2995028
"863",4736,154,153,880,43,2,1984,3001,15654,106,120000,12691,10238,1985,0,0,2395062
"864",7470,95,133,1008,42,2,1958,NA,NA,0,25000,2675,2150,1975,74,0,NA
"865",7470,118,130,965,54,NA,1964,1599,5769,98,40000,4012,3223,0,0,6,749970
"866",2770,152,158,601,43,1,1986,4160,37943,368,0,29858,25106,0,0,11,5994994
"867",2770,162,208,701,53,3,1952,4510,31226,91,325000,34313,28282,1989,117,10,6495008
"868",2770,68,103,508,42,3,1952,NA,NA,0,210000,22219,18313,0,68,0,NA
"869",2770,169,164,712,75,2,1954,3978,37774,127,310000,32714,26945,1997,0,5,6194936
"870",2770,86,102,232,43,3,1946,3058,36716,106,190000,19767,16292,0,43,9,3745032
"871",2770,158,165,985,64,1,1960,2504,24212,128,0,21285,17543,1999,0,8,3994980
"872",5300,196,204,849,65,1,2000,2280,17892,105,185000,19274,15404,0,0,3,3649968
"873",5300,144,153,626,54,1,1988,2573,17320,135,135000,14010,11196,1995,0,5,2649960
"874",5300,323,374,273,106,3,1857,2602,13356,122,250000,27693,22138,0,83,0,4995144
"875",4360,114,131,890,42,1,1917,2033,10649,176,70000,7437,5984,0,12,15,1395019
"876",4070,153,194,906,53,2,1988,5340,31933,169,310000,32705,26294,0,91,0,6195002
"877",4060,NA,NA,703,NA,NA,NA,989,NA,206,40000,4360,3469,0,0,0,NA
"878",4060,167,168,746,54,2,1973,2615,10982,129,95000,9783,7865,0,0,26,1844976
"879",8620,102,133,1839,53,3,1959,1131,6203,373,45000,4388,3527,0,72,2,824999
